date,product_id,product_name,category,units_demanded,units_sold,lost_sales,inventory_level,unit_price,revenue,holding_cost,reorder_placed,stockout_flag,reorder_point,lead_time_days
2024-10-10,P1001,Electronics Product 1,Electronics,5,5,0,71,1412,7060,30.08,False,0,53,10
2024-10-11,P1001,Electronics Product 1,Electronics,7,7,0,64,1412,9884,27.11,False,0,53,10
2024-10-12,P1001,Electronics Product 1,Electronics,7,7,0,57,1412,9884,24.15,False,0,53,10
2024-10-13,P1001,Electronics Product 1,Electronics,6,6,0,391,1412,8472,165.63,True,0,53,10
2024-10-14,P1001,Electronics Product 1,Electronics,5,5,0,386,1412,7060,163.51,False,0,53,10
2024-10-15,P1001,Electronics Product 1,Electronics,5,5,0,381,1412,7060,161.39,False,0,53,10
2024-10-16,P1001,Electronics Product 1,Electronics,6,6,0,375,1412,8472,158.85,False,0,53,10
2024-10-17,P1001,Electronics Product 1,Electronics,6,6,0,369,1412,8472,156.31,False,0,53,10
2024-10-18,P1001,Electronics Product 1,Electronics,5,5,0,364,1412,7060,154.19,False,0,53,10
2024-10-19,P1001,Electronics Product 1,Electronics,7,7,0,357,1412,9884,151.23,False,0,53,10
2024-10-20,P1001,Electronics Product 1,Electronics,9,9,0,348,1412,12708,147.41,False,0,53,10
2024-10-21,P1001,Electronics Product 1,Electronics,7,7,0,341,1412,9884,144.45,False,0,53,10
2024-10-22,P1001,Electronics Product 1,Electronics,6,6,0,335,1412,8472,141.91,False,0,53,10
2024-10-23,P1001,Electronics Product 1,Electronics,6,6,0,329,1412,8472,139.36,False,0,53,10
2024-10-24,P1001,Electronics Product 1,Electronics,6,6,0,323,1412,8472,136.82,False,0,53,10
2024-10-25,P1001,Electronics Product 1,Electronics,6,6,0,317,1412,8472,134.28,False,0,53,10
2024-10-26,P1001,Electronics Product 1,Electronics,6,6,0,311,1412,8472,131.74,False,0,53,10
2024-10-27,P1001,Electronics Product 1,Electronics,7,7,0,304,1412,9884,128.77,False,0,53,10
2024-10-28,P1001,Electronics Product 1,Electronics,4,4,0,300,1412,5648,127.08,False,0,53,10
2024-10-29,P1001,Electronics Product 1,Electronics,6,6,0,294,1412,8472,124.54,False,0,53,10
2024-10-30,P1001,Electronics Product 1,Electronics,6,6,0,288,1412,8472,122.0,False,0,53,10
2024-10-31,P1001,Electronics Product 1,Electronics,5,5,0,283,1412,7060,119.88,False,0,53,10
2024-11-01,P1001,Electronics Product 1,Electronics,11,11,0,272,1412,15532,115.22,False,0,53,10
2024-11-02,P1001,Electronics Product 1,Electronics,9,9,0,263,1412,12708,111.41,False,0,53,10
2024-11-03,P1001,Electronics Product 1,Electronics,8,8,0,255,1412,11296,108.02,False,0,53,10
2024-11-04,P1001,Electronics Product 1,Electronics,9,9,0,246,1412,12708,104.21,False,0,53,10
2024-11-05,P1001,Electronics Product 1,Electronics,10,10,0,236,1412,14120,99.97,False,0,53,10
2024-11-06,P1001,Electronics Product 1,Electronics,11,11,0,225,1412,15532,95.31,False,0,53,10
2024-11-07,P1001,Electronics Product 1,Electronics,8,8,0,217,1412,11296,91.92,False,0,53,10
2024-11-08,P1001,Electronics Product 1,Electronics,10,10,0,207,1412,14120,87.69,False,0,53,10
2024-11-09,P1001,Electronics Product 1,Electronics,11,11,0,196,1412,15532,83.03,False,0,53,10
2024-11-10,P1001,Electronics Product 1,Electronics,11,11,0,185,1412,15532,78.37,False,0,53,10
2024-11-11,P1001,Electronics Product 1,Electronics,10,10,0,175,1412,14120,74.13,False,0,53,10
2024-11-12,P1001,Electronics Product 1,Electronics,10,10,0,165,1412,14120,69.89,False,0,53,10
2024-11-13,P1001,Electronics Product 1,Electronics,7,7,0,158,1412,9884,66.93,False,0,53,10
2024-11-14,P1001,Electronics Product 1,Electronics,11,11,0,147,1412,15532,62.27,False,0,53,10
2024-11-15,P1001,Electronics Product 1,Electronics,11,11,0,136,1412,15532,57.61,False,0,53,10
2024-11-16,P1001,Electronics Product 1,Electronics,10,10,0,126,1412,14120,53.37,False,0,53,10
2024-11-17,P1001,Electronics Product 1,Electronics,12,12,0,114,1412,16944,48.29,False,0,53,10
2024-11-18,P1001,Electronics Product 1,Electronics,10,10,0,104,1412,14120,44.05,False,0,53,10
2024-11-19,P1001,Electronics Product 1,Electronics,9,9,0,95,1412,12708,40.24,False,0,53,10
2024-11-20,P1001,Electronics Product 1,Electronics,8,8,0,87,1412,11296,36.85,False,0,53,10
2024-11-21,P1001,Electronics Product 1,Electronics,8,8,0,79,1412,11296,33.46,False,0,53,10
2024-11-22,P1001,Electronics Product 1,Electronics,9,9,0,70,1412,12708,29.65,False,0,53,10
2024-11-23,P1001,Electronics Product 1,Electronics,13,13,0,57,1412,18356,24.15,False,0,53,10
2024-11-24,P1001,Electronics Product 1,Electronics,12,12,0,385,1412,16944,163.09,True,0,53,10
2024-11-25,P1001,Electronics Product 1,Electronics,8,8,0,377,1412,11296,159.7,False,0,53,10
2024-11-26,P1001,Electronics Product 1,Electronics,10,10,0,367,1412,14120,155.46,False,0,53,10
2024-11-27,P1001,Electronics Product 1,Electronics,5,5,0,362,1412,7060,153.34,False,0,53,10
2024-11-28,P1001,Electronics Product 1,Electronics,11,11,0,351,1412,15532,148.68,False,0,53,10
2024-11-29,P1001,Electronics Product 1,Electronics,7,7,0,344,1412,9884,145.72,False,0,53,10
2024-11-30,P1001,Electronics Product 1,Electronics,10,10,0,334,1412,14120,141.48,False,0,53,10
2024-12-01,P1001,Electronics Product 1,Electronics,9,9,0,325,1412,12708,137.67,False,0,53,10
2024-12-02,P1001,Electronics Product 1,Electronics,7,7,0,318,1412,9884,134.7,False,0,53,10
2024-12-03,P1001,Electronics Product 1,Electronics,11,11,0,307,1412,15532,130.05,False,0,53,10
2024-12-04,P1001,Electronics Product 1,Electronics,8,8,0,299,1412,11296,126.66,False,0,53,10
2024-12-05,P1001,Electronics Product 1,Electronics,10,10,0,289,1412,14120,122.42,False,0,53,10
2024-12-06,P1001,Electronics Product 1,Electronics,9,9,0,280,1412,12708,118.61,False,0,53,10
2024-12-07,P1001,Electronics Product 1,Electronics,12,12,0,268,1412,16944,113.52,False,0,53,10
2024-12-08,P1001,Electronics Product 1,Electronics,11,11,0,257,1412,15532,108.87,False,0,53,10
2024-12-09,P1001,Electronics Product 1,Electronics,7,7,0,250,1412,9884,105.9,False,0,53,10
2024-12-10,P1001,Electronics Product 1,Electronics,10,10,0,240,1412,14120,101.66,False,0,53,10
2024-12-11,P1001,Electronics Product 1,Electronics,8,8,0,232,1412,11296,98.28,False,0,53,10
2024-12-12,P1001,Electronics Product 1,Electronics,7,7,0,225,1412,9884,95.31,False,0,53,10
2024-12-13,P1001,Electronics Product 1,Electronics,8,8,0,217,1412,11296,91.92,False,0,53,10
2024-12-14,P1001,Electronics Product 1,Electronics,14,14,0,203,1412,19768,85.99,False,0,53,10
2024-12-15,P1001,Electronics Product 1,Electronics,12,12,0,191,1412,16944,80.91,False,0,53,10
2024-12-16,P1001,Electronics Product 1,Electronics,9,9,0,182,1412,12708,77.1,False,0,53,10
2024-12-17,P1001,Electronics Product 1,Electronics,9,9,0,173,1412,12708,73.28,False,0,53,10
2024-12-18,P1001,Electronics Product 1,Electronics,9,9,0,164,1412,12708,69.47,False,0,53,10
2024-12-19,P1001,Electronics Product 1,Electronics,12,12,0,152,1412,16944,64.39,False,0,53,10
2024-12-20,P1001,Electronics Product 1,Electronics,10,10,0,142,1412,14120,60.15,False,0,53,10
2024-12-21,P1001,Electronics Product 1,Electronics,12,12,0,130,1412,16944,55.07,False,0,53,10
2024-12-22,P1001,Electronics Product 1,Electronics,13,13,0,117,1412,18356,49.56,False,0,53,10
2024-12-23,P1001,Electronics Product 1,Electronics,9,9,0,108,1412,12708,45.75,False,0,53,10
2024-12-24,P1001,Electronics Product 1,Electronics,9,9,0,99,1412,12708,41.94,False,0,53,10
2024-12-25,P1001,Electronics Product 1,Electronics,9,9,0,90,1412,12708,38.12,False,0,53,10
2024-12-26,P1001,Electronics Product 1,Electronics,9,9,0,81,1412,12708,34.31,False,0,53,10
2024-12-27,P1001,Electronics Product 1,Electronics,9,9,0,72,1412,12708,30.5,False,0,53,10
2024-12-28,P1001,Electronics Product 1,Electronics,12,12,0,60,1412,16944,25.42,False,0,53,10
2024-12-29,P1001,Electronics Product 1,Electronics,11,11,0,389,1412,15532,164.78,True,0,53,10
2024-12-30,P1001,Electronics Product 1,Electronics,10,10,0,379,1412,14120,160.54,False,0,53,10
2024-12-31,P1001,Electronics Product 1,Electronics,9,9,0,370,1412,12708,156.73,False,0,53,10
2022-01-01,P1002,Electronics Product 2,Electronics,3,3,0,618,2328,6984,431.61,False,0,67,8
2022-01-02,P1002,Electronics Product 2,Electronics,2,2,0,616,2328,4656,430.21,False,0,67,8
2022-01-03,P1002,Electronics Product 2,Electronics,3,3,0,613,2328,6984,428.12,False,0,67,8
2022-01-04,P1002,Electronics Product 2,Electronics,2,2,0,611,2328,4656,426.72,False,0,67,8
2022-01-05,P1002,Electronics Product 2,Electronics,3,3,0,608,2328,6984,424.63,False,0,67,8
2022-01-06,P1002,Electronics Product 2,Electronics,1,1,0,607,2328,2328,423.93,False,0,67,8
2022-01-07,P1002,Electronics Product 2,Electronics,3,3,0,604,2328,6984,421.83,False,0,67,8
2022-01-08,P1002,Electronics Product 2,Electronics,3,3,0,601,2328,6984,419.74,False,0,67,8
2022-01-09,P1002,Electronics Product 2,Electronics,3,3,0,598,2328,6984,417.64,False,0,67,8
2022-01-10,P1002,Electronics Product 2,Electronics,2,2,0,596,2328,4656,416.25,False,0,67,8
2022-01-11,P1002,Electronics Product 2,Electronics,3,3,0,593,2328,6984,414.15,False,0,67,8
2022-01-12,P1002,Electronics Product 2,Electronics,2,2,0,591,2328,4656,412.75,False,0,67,8
2022-01-13,P1002,Electronics Product 2,Electronics,2,2,0,589,2328,4656,411.36,False,0,67,8
2022-01-14,P1002,Electronics Product 2,Electronics,3,3,0,586,2328,6984,409.26,False,0,67,8
2022-01-15,P1002,Electronics Product 2,Electronics,3,3,0,583,2328,6984,407.17,False,0,67,8
2022-01-16,P1002,Electronics Product 2,Electronics,3,3,0,580,2328,6984,405.07,False,0,67,8
2022-01-17,P1002,Electronics Product 2,Electronics,3,3,0,577,2328,6984,402.98,False,0,67,8
2022-01-18,P1002,Electronics Product 2,Electronics,3,3,0,574,2328,6984,400.88,False,0,67,8
2022-01-19,P1002,Electronics Product 2,Electronics,2,2,0,572,2328,4656,399.48,False,0,67,8
2022-01-20,P1002,Electronics Product 2,Electronics,2,2,0,570,2328,4656,398.09,False,0,67,8
2022-01-21,P1002,Electronics Product 2,Electronics,3,3,0,567,2328,6984,395.99,False,0,67,8
2022-01-22,P1002,Electronics Product 2,Electronics,3,3,0,564,2328,6984,393.9,False,0,67,8
2022-01-23,P1002,Electronics Product 2,Electronics,3,3,0,561,2328,6984,391.8,False,0,67,8
2022-01-24,P1002,Electronics Product 2,Electronics,3,3,0,558,2328,6984,389.71,False,0,67,8
2022-01-25,P1002,Electronics Product 2,Electronics,3,3,0,555,2328,6984,387.61,False,0,67,8
2022-01-26,P1002,Electronics Product 2,Electronics,3,3,0,552,2328,6984,385.52,False,0,67,8
2022-01-27,P1002,Electronics Product 2,Electronics,3,3,0,549,2328,6984,383.42,False,0,67,8
2022-01-28,P1002,Electronics Product 2,Electronics,2,2,0,547,2328,4656,382.02,False,0,67,8
2022-01-29,P1002,Electronics Product 2,Electronics,4,4,0,543,2328,9312,379.23,False,0,67,8
2022-01-30,P1002,Electronics Product 2,Electronics,2,2,0,541,2328,4656,377.83,False,0,67,8
2022-01-31,P1002,Electronics Product 2,Electronics,2,2,0,539,2328,4656,376.44,False,0,67,8
2022-02-01,P1002,Electronics Product 2,Electronics,2,2,0,537,2328,4656,375.04,False,0,67,8
2022-02-02,P1002,Electronics Product 2,Electronics,2,2,0,535,2328,4656,373.64,False,0,67,8
2022-02-03,P1002,Electronics Product 2,Electronics,2,2,0,533,2328,4656,372.25,False,0,67,8
2022-02-04,P1002,Electronics Product 2,Electronics,2,2,0,531,2328,4656,370.85,False,0,67,8
2022-02-05,P1002,Electronics Product 2,Electronics,3,3,0,528,2328,6984,368.76,False,0,67,8
2022-02-06,P1002,Electronics Product 2,Electronics,4,4,0,524,2328,9312,365.96,False,0,67,8
2022-02-07,P1002,Electronics Product 2,Electronics,3,3,0,521,2328,6984,363.87,False,0,67,8
2022-02-08,P1002,Electronics Product 2,Electronics,2,2,0,519,2328,4656,362.47,False,0,67,8
2022-02-09,P1002,Electronics Product 2,Electronics,3,3,0,516,2328,6984,360.37,False,0,67,8
2022-02-10,P1002,Electronics Product 2,Electronics,3,3,0,513,2328,6984,358.28,False,0,67,8
2022-02-11,P1002,Electronics Product 2,Electronics,2,2,0,511,2328,4656,356.88,False,0,67,8
2022-02-12,P1002,Electronics Product 2,Electronics,3,3,0,508,2328,6984,354.79,False,0,67,8
2022-02-13,P1002,Electronics Product 2,Electronics,3,3,0,505,2328,6984,352.69,False,0,67,8
2022-02-14,P1002,Electronics Product 2,Electronics,2,2,0,503,2328,4656,351.3,False,0,67,8
2022-02-15,P1002,Electronics Product 2,Electronics,3,3,0,500,2328,6984,349.2,False,0,67,8
2022-02-16,P1002,Electronics Product 2,Electronics,2,2,0,498,2328,4656,347.8,False,0,67,8
2022-02-17,P1002,Electronics Product 2,Electronics,2,2,0,496,2328,4656,346.41,False,0,67,8
2022-02-18,P1002,Electronics Product 2,Electronics,2,2,0,494,2328,4656,345.01,False,0,67,8
2022-02-19,P1002,Electronics Product 2,Electronics,3,3,0,491,2328,6984,342.91,False,0,67,8
2022-02-20,P1002,Electronics Product 2,Electronics,2,2,0,489,2328,4656,341.52,False,0,67,8
2022-02-21,P1002,Electronics Product 2,Electronics,2,2,0,487,2328,4656,340.12,False,0,67,8
2022-02-22,P1002,Electronics Product 2,Electronics,3,3,0,484,2328,6984,338.03,False,0,67,8
2022-02-23,P1002,Electronics Product 2,Electronics,2,2,0,482,2328,4656,336.63,False,0,67,8
2022-02-24,P1002,Electronics Product 2,Electronics,2,2,0,480,2328,4656,335.23,False,0,67,8
2022-02-25,P1002,Electronics Product 2,Electronics,1,1,0,479,2328,2328,334.53,False,0,67,8
2022-02-26,P1002,Electronics Product 2,Electronics,3,3,0,476,2328,6984,332.44,False,0,67,8
2022-02-27,P1002,Electronics Product 2,Electronics,2,2,0,474,2328,4656,331.04,False,0,67,8
2022-02-28,P1002,Electronics Product 2,Electronics,3,3,0,471,2328,6984,328.95,False,0,67,8
2022-03-01,P1002,Electronics Product 2,Electronics,4,4,0,467,2328,9312,326.15,False,0,67,8
2022-03-02,P1002,Electronics Product 2,Electronics,3,3,0,464,2328,6984,324.06,False,0,67,8
2022-03-03,P1002,Electronics Product 2,Electronics,5,5,0,459,2328,11640,320.57,False,0,67,8
2022-03-04,P1002,Electronics Product 2,Electronics,4,4,0,455,2328,9312,317.77,False,0,67,8
2022-03-05,P1002,Electronics Product 2,Electronics,4,4,0,451,2328,9312,314.98,False,0,67,8
2022-03-06,P1002,Electronics Product 2,Electronics,3,3,0,448,2328,6984,312.88,False,0,67,8
2022-03-07,P1002,Electronics Product 2,Electronics,5,5,0,443,2328,11640,309.39,False,0,67,8
2022-03-08,P1002,Electronics Product 2,Electronics,3,3,0,440,2328,6984,307.3,False,0,67,8
2022-03-09,P1002,Electronics Product 2,Electronics,3,3,0,437,2328,6984,305.2,False,0,67,8
2022-03-10,P1002,Electronics Product 2,Electronics,4,4,0,433,2328,9312,302.41,False,0,67,8
2022-03-11,P1002,Electronics Product 2,Electronics,5,5,0,428,2328,11640,298.92,False,0,67,8
2022-03-12,P1002,Electronics Product 2,Electronics,6,6,0,422,2328,13968,294.72,False,0,67,8
2022-03-13,P1002,Electronics Product 2,Electronics,5,5,0,417,2328,11640,291.23,False,0,67,8
2022-03-14,P1002,Electronics Product 2,Electronics,4,4,0,413,2328,9312,288.44,False,0,67,8
2022-03-15,P1002,Electronics Product 2,Electronics,4,4,0,409,2328,9312,285.65,False,0,67,8
2022-03-16,P1002,Electronics Product 2,Electronics,4,4,0,405,2328,9312,282.85,False,0,67,8
2022-03-17,P1002,Electronics Product 2,Electronics,4,4,0,401,2328,9312,280.06,False,0,67,8
2022-03-18,P1002,Electronics Product 2,Electronics,4,4,0,397,2328,9312,277.26,False,0,67,8
2022-03-19,P1002,Electronics Product 2,Electronics,4,4,0,393,2328,9312,274.47,False,0,67,8
2022-03-20,P1002,Electronics Product 2,Electronics,4,4,0,389,2328,9312,271.68,False,0,67,8
2022-03-21,P1002,Electronics Product 2,Electronics,3,3,0,386,2328,6984,269.58,False,0,67,8
2022-03-22,P1002,Electronics Product 2,Electronics,3,3,0,383,2328,6984,267.49,False,0,67,8
2022-03-23,P1002,Electronics Product 2,Electronics,4,4,0,379,2328,9312,264.69,False,0,67,8
2022-03-24,P1002,Electronics Product 2,Electronics,3,3,0,376,2328,6984,262.6,False,0,67,8
2022-03-25,P1002,Electronics Product 2,Electronics,3,3,0,373,2328,6984,260.5,False,0,67,8
2022-03-26,P1002,Electronics Product 2,Electronics,5,5,0,368,2328,11640,257.01,False,0,67,8
2022-03-27,P1002,Electronics Product 2,Electronics,6,6,0,362,2328,13968,252.82,False,0,67,8
2022-03-28,P1002,Electronics Product 2,Electronics,4,4,0,358,2328,9312,250.03,False,0,67,8
2022-03-29,P1002,Electronics Product 2,Electronics,3,3,0,355,2328,6984,247.93,False,0,67,8
2022-03-30,P1002,Electronics Product 2,Electronics,3,3,0,352,2328,6984,245.84,False,0,67,8
2022-03-31,P1002,Electronics Product 2,Electronics,4,4,0,348,2328,9312,243.04,False,0,67,8
2022-04-01,P1002,Electronics Product 2,Electronics,3,3,0,345,2328,6984,240.95,False,0,67,8
2022-04-02,P1002,Electronics Product 2,Electronics,4,4,0,341,2328,9312,238.15,False,0,67,8
2022-04-03,P1002,Electronics Product 2,Electronics,5,5,0,336,2328,11640,234.66,False,0,67,8
2022-04-04,P1002,Electronics Product 2,Electronics,3,3,0,333,2328,6984,232.57,False,0,67,8
2022-04-05,P1002,Electronics Product 2,Electronics,4,4,0,329,2328,9312,229.77,False,0,67,8
2022-04-06,P1002,Electronics Product 2,Electronics,3,3,0,326,2328,6984,227.68,False,0,67,8
2022-04-07,P1002,Electronics Product 2,Electronics,3,3,0,323,2328,6984,225.58,False,0,67,8
2022-04-08,P1002,Electronics Product 2,Electronics,4,4,0,319,2328,9312,222.79,False,0,67,8
2022-04-09,P1002,Electronics Product 2,Electronics,3,3,0,316,2328,6984,220.69,False,0,67,8
2022-04-10,P1002,Electronics Product 2,Electronics,5,5,0,311,2328,11640,217.2,False,0,67,8
2022-04-11,P1002,Electronics Product 2,Electronics,4,4,0,307,2328,9312,214.41,False,0,67,8
2022-04-12,P1002,Electronics Product 2,Electronics,4,4,0,303,2328,9312,211.62,False,0,67,8
2022-04-13,P1002,Electronics Product 2,Electronics,4,4,0,299,2328,9312,208.82,False,0,67,8
2022-04-14,P1002,Electronics Product 2,Electronics,5,5,0,294,2328,11640,205.33,False,0,67,8
2022-04-15,P1002,Electronics Product 2,Electronics,4,4,0,290,2328,9312,202.54,False,0,67,8
2022-04-16,P1002,Electronics Product 2,Electronics,4,4,0,286,2328,9312,199.74,False,0,67,8
2022-04-17,P1002,Electronics Product 2,Electronics,5,5,0,281,2328,11640,196.25,False,0,67,8
2022-04-18,P1002,Electronics Product 2,Electronics,4,4,0,277,2328,9312,193.46,False,0,67,8
2022-04-19,P1002,Electronics Product 2,Electronics,4,4,0,273,2328,9312,190.66,False,0,67,8
2022-04-20,P1002,Electronics Product 2,Electronics,4,4,0,269,2328,9312,187.87,False,0,67,8
2022-04-21,P1002,Electronics Product 2,Electronics,3,3,0,266,2328,6984,185.77,False,0,67,8
2022-04-22,P1002,Electronics Product 2,Electronics,3,3,0,263,2328,6984,183.68,False,0,67,8
2022-04-23,P1002,Electronics Product 2,Electronics,4,4,0,259,2328,9312,180.89,False,0,67,8
2022-04-24,P1002,Electronics Product 2,Electronics,6,6,0,253,2328,13968,176.7,False,0,67,8
2022-04-25,P1002,Electronics Product 2,Electronics,3,3,0,250,2328,6984,174.6,False,0,67,8
2022-04-26,P1002,Electronics Product 2,Electronics,3,3,0,247,2328,6984,172.5,False,0,67,8
2022-04-27,P1002,Electronics Product 2,Electronics,3,3,0,244,2328,6984,170.41,False,0,67,8
2022-04-28,P1002,Electronics Product 2,Electronics,4,4,0,240,2328,9312,167.62,False,0,67,8
2022-04-29,P1002,Electronics Product 2,Electronics,4,4,0,236,2328,9312,164.82,False,0,67,8
2022-04-30,P1002,Electronics Product 2,Electronics,6,6,0,230,2328,13968,160.63,False,0,67,8
2022-05-01,P1002,Electronics Product 2,Electronics,4,4,0,226,2328,9312,157.84,False,0,67,8
2022-05-02,P1002,Electronics Product 2,Electronics,4,4,0,222,2328,9312,155.04,False,0,67,8
2022-05-03,P1002,Electronics Product 2,Electronics,3,3,0,219,2328,6984,152.95,False,0,67,8
2022-05-04,P1002,Electronics Product 2,Electronics,5,5,0,214,2328,11640,149.46,False,0,67,8
2022-05-05,P1002,Electronics Product 2,Electronics,3,3,0,211,2328,6984,147.36,False,0,67,8
2022-05-06,P1002,Electronics Product 2,Electronics,4,4,0,207,2328,9312,144.57,False,0,67,8
2022-05-07,P1002,Electronics Product 2,Electronics,5,5,0,202,2328,11640,141.08,False,0,67,8
2022-05-08,P1002,Electronics Product 2,Electronics,5,5,0,197,2328,11640,137.58,False,0,67,8
2022-05-09,P1002,Electronics Product 2,Electronics,4,4,0,193,2328,9312,134.79,False,0,67,8
2022-05-10,P1002,Electronics Product 2,Electronics,4,4,0,189,2328,9312,132.0,False,0,67,8
2022-05-11,P1002,Electronics Product 2,Electronics,4,4,0,185,2328,9312,129.2,False,0,67,8
2022-05-12,P1002,Electronics Product 2,Electronics,4,4,0,181,2328,9312,126.41,False,0,67,8
2022-05-13,P1002,Electronics Product 2,Electronics,4,4,0,177,2328,9312,123.62,False,0,67,8
2022-05-14,P1002,Electronics Product 2,Electronics,6,6,0,171,2328,13968,119.43,False,0,67,8
2022-05-15,P1002,Electronics Product 2,Electronics,4,4,0,167,2328,9312,116.63,False,0,67,8
2022-05-16,P1002,Electronics Product 2,Electronics,3,3,0,164,2328,6984,114.54,False,0,67,8
2022-05-17,P1002,Electronics Product 2,Electronics,4,4,0,160,2328,9312,111.74,False,0,67,8
2022-05-18,P1002,Electronics Product 2,Electronics,5,5,0,155,2328,11640,108.25,False,0,67,8
2022-05-19,P1002,Electronics Product 2,Electronics,3,3,0,152,2328,6984,106.16,False,0,67,8
2022-05-20,P1002,Electronics Product 2,Electronics,5,5,0,147,2328,11640,102.66,False,0,67,8
2022-05-21,P1002,Electronics Product 2,Electronics,6,6,0,141,2328,13968,98.47,False,0,67,8
2022-05-22,P1002,Electronics Product 2,Electronics,4,4,0,137,2328,9312,95.68,False,0,67,8
2022-05-23,P1002,Electronics Product 2,Electronics,4,4,0,133,2328,9312,92.89,False,0,67,8
2022-05-24,P1002,Electronics Product 2,Electronics,5,5,0,128,2328,11640,89.4,False,0,67,8
2022-05-25,P1002,Electronics Product 2,Electronics,4,4,0,124,2328,9312,86.6,False,0,67,8
2022-05-26,P1002,Electronics Product 2,Electronics,4,4,0,120,2328,9312,83.81,False,0,67,8
2022-05-27,P1002,Electronics Product 2,Electronics,3,3,0,117,2328,6984,81.71,False,0,67,8
2022-05-28,P1002,Electronics Product 2,Electronics,4,4,0,113,2328,9312,78.92,False,0,67,8
2022-05-29,P1002,Electronics Product 2,Electronics,4,4,0,109,2328,9312,76.13,False,0,67,8
2022-05-30,P1002,Electronics Product 2,Electronics,3,3,0,106,2328,6984,74.03,False,0,67,8
2022-05-31,P1002,Electronics Product 2,Electronics,4,4,0,102,2328,9312,71.24,False,0,67,8
2022-06-01,P1002,Electronics Product 2,Electronics,3,3,0,99,2328,6984,69.14,False,0,67,8
2022-06-02,P1002,Electronics Product 2,Electronics,4,4,0,95,2328,9312,66.35,False,0,67,8
2022-06-03,P1002,Electronics Product 2,Electronics,3,3,0,92,2328,6984,64.25,False,0,67,8
2022-06-04,P1002,Electronics Product 2,Electronics,5,5,0,87,2328,11640,60.76,False,0,67,8
2022-06-05,P1002,Electronics Product 2,Electronics,5,5,0,82,2328,11640,57.27,False,0,67,8
2022-06-06,P1002,Electronics Product 2,Electronics,3,3,0,79,2328,6984,55.17,False,0,67,8
2022-06-07,P1002,Electronics Product 2,Electronics,4,4,0,75,2328,9312,52.38,False,0,67,8
2022-06-08,P1002,Electronics Product 2,Electronics,5,5,0,70,2328,11640,48.89,False,0,67,8
2022-06-09,P1002,Electronics Product 2,Electronics,3,3,0,319,2328,6984,222.79,True,0,67,8
2022-06-10,P1002,Electronics Product 2,Electronics,5,5,0,314,2328,11640,219.3,False,0,67,8
2022-06-11,P1002,Electronics Product 2,Electronics,5,5,0,309,2328,11640,215.81,False,0,67,8
2022-06-12,P1002,Electronics Product 2,Electronics,4,4,0,305,2328,9312,213.01,False,0,67,8
2022-06-13,P1002,Electronics Product 2,Electronics,4,4,0,301,2328,9312,210.22,False,0,67,8
2022-06-14,P1002,Electronics Product 2,Electronics,4,4,0,297,2328,9312,207.42,False,0,67,8
2022-06-15,P1002,Electronics Product 2,Electronics,4,4,0,293,2328,9312,204.63,False,0,67,8
2022-06-16,P1002,Electronics Product 2,Electronics,4,4,0,289,2328,9312,201.84,False,0,67,8
2022-06-17,P1002,Electronics Product 2,Electronics,3,3,0,286,2328,6984,199.74,False,0,67,8
2022-06-18,P1002,Electronics Product 2,Electronics,5,5,0,281,2328,11640,196.25,False,0,67,8
2022-06-19,P1002,Electronics Product 2,Electronics,4,4,0,277,2328,9312,193.46,False,0,67,8
2022-06-20,P1002,Electronics Product 2,Electronics,4,4,0,273,2328,9312,190.66,False,0,67,8
2022-06-21,P1002,Electronics Product 2,Electronics,3,3,0,270,2328,6984,188.57,False,0,67,8
2022-06-22,P1002,Electronics Product 2,Electronics,3,3,0,267,2328,6984,186.47,False,0,67,8
2022-06-23,P1002,Electronics Product 2,Electronics,5,5,0,262,2328,11640,182.98,False,0,67,8
2022-06-24,P1002,Electronics Product 2,Electronics,5,5,0,257,2328,11640,179.49,False,0,67,8
2022-06-25,P1002,Electronics Product 2,Electronics,5,5,0,252,2328,11640,176.0,False,0,67,8
2022-06-26,P1002,Electronics Product 2,Electronics,4,4,0,248,2328,9312,173.2,False,0,67,8
2022-06-27,P1002,Electronics Product 2,Electronics,4,4,0,244,2328,9312,170.41,False,0,67,8
2022-06-28,P1002,Electronics Product 2,Electronics,5,5,0,239,2328,11640,166.92,False,0,67,8
2022-06-29,P1002,Electronics Product 2,Electronics,4,4,0,235,2328,9312,164.12,False,0,67,8
2022-06-30,P1002,Electronics Product 2,Electronics,5,5,0,230,2328,11640,160.63,False,0,67,8
2022-07-01,P1002,Electronics Product 2,Electronics,4,4,0,226,2328,9312,157.84,False,0,67,8
2022-07-02,P1002,Electronics Product 2,Electronics,5,5,0,221,2328,11640,154.35,False,0,67,8
2022-07-03,P1002,Electronics Product 2,Electronics,5,5,0,216,2328,11640,150.85,False,0,67,8
2022-07-04,P1002,Electronics Product 2,Electronics,4,4,0,212,2328,9312,148.06,False,0,67,8
2022-07-05,P1002,Electronics Product 2,Electronics,4,4,0,208,2328,9312,145.27,False,0,67,8
2022-07-06,P1002,Electronics Product 2,Electronics,4,4,0,204,2328,9312,142.47,False,0,67,8
2022-07-07,P1002,Electronics Product 2,Electronics,5,5,0,199,2328,11640,138.98,False,0,67,8
2022-07-08,P1002,Electronics Product 2,Electronics,3,3,0,196,2328,6984,136.89,False,0,67,8
2022-07-09,P1002,Electronics Product 2,Electronics,4,4,0,192,2328,9312,134.09,False,0,67,8
