date,category,sales_amount,units_sold,profit,is_promotion,day_of_week,month,quarter,year
2022-02-03,Clothing,25359.4,277,10903.27,False,3,2,1,2022
2022-02-04,Clothing,22230.14,243,9557.84,True,4,2,1,2022
2022-02-05,Clothing,25408.62,278,10924.43,False,5,2,1,2022
2022-02-06,Clothing,25545.01,279,10983.07,False,6,2,1,2022
2022-02-07,Clothing,21749.14,238,9351.04,False,0,2,1,2022
2022-02-08,Clothing,25775.81,282,11082.3,False,1,2,1,2022
2022-02-09,Clothing,23660.12,259,10172.66,False,2,2,1,2022
2022-02-10,Clothing,23641.69,259,10164.74,False,3,2,1,2022
2022-02-11,Clothing,19953.69,218,8579.08,False,4,2,1,2022
2022-02-12,Clothing,29575.43,323,12715.95,False,5,2,1,2022
2022-02-13,Clothing,25613.77,280,11012.63,False,6,2,1,2022
2022-02-14,Clothing,24918.24,272,10713.59,False,0,2,1,2022
2022-02-15,Clothing,25540.75,279,10981.24,False,1,2,1,2022
2022-02-16,Clothing,28069.41,307,12068.43,False,2,2,1,2022
2022-02-17,Clothing,22343.27,244,9606.48,False,3,2,1,2022
2022-02-18,Clothing,18727.71,205,8051.97,False,4,2,1,2022
2022-02-19,Clothing,29752.23,325,12791.96,False,5,2,1,2022
2022-02-20,Clothing,33481.77,366,14395.48,False,6,2,1,2022
2022-02-21,Clothing,28547.28,312,12273.89,False,0,2,1,2022
2022-02-22,Clothing,26435.42,289,11365.9,False,1,2,1,2022
2022-02-23,Clothing,25046.2,274,10768.61,False,2,2,1,2022
2022-02-24,Clothing,28058.12,307,12063.58,False,3,2,1,2022
2022-02-25,Clothing,24296.29,266,10446.18,False,4,2,1,2022
2022-02-26,Clothing,31631.88,346,13600.12,False,5,2,1,2022
2022-02-27,Clothing,31877.07,349,13705.54,False,6,2,1,2022
2022-02-28,Clothing,29243.05,320,12573.04,False,0,2,1,2022
2022-03-01,Clothing,33141.07,362,14248.99,False,1,3,1,2022
2022-03-02,Clothing,28093.16,307,12078.65,False,2,3,1,2022
2022-03-03,Clothing,26270.91,287,11295.17,False,3,3,1,2022
2022-03-04,Clothing,30251.09,331,13006.45,True,4,3,1,2022
2022-03-05,Clothing,27979.52,306,12029.79,False,5,3,1,2022
2022-03-06,Clothing,30530.38,334,13126.53,False,6,3,1,2022
2022-03-07,Clothing,27140.2,297,11668.92,False,0,3,1,2022
2022-03-08,Clothing,27051.63,296,11630.84,False,1,3,1,2022
2022-03-09,Clothing,28704.34,314,12341.42,False,2,3,1,2022
2022-03-10,Clothing,26724.86,292,11490.35,False,3,3,1,2022
2022-03-11,Clothing,31165.92,341,13399.78,False,4,3,1,2022
2022-03-12,Clothing,33195.81,363,14272.53,False,5,3,1,2022
2022-03-13,Clothing,33366.07,365,14345.73,False,6,3,1,2022
2022-03-14,Clothing,28476.97,311,12243.67,False,0,3,1,2022
2022-03-15,Clothing,29706.61,325,12772.35,False,1,3,1,2022
2022-03-16,Clothing,31347.5,343,13477.85,False,2,3,1,2022
2022-03-17,Clothing,27791.89,304,11949.12,False,3,3,1,2022
2022-03-18,Clothing,28419.19,311,12218.82,False,4,3,1,2022
2022-03-19,Clothing,33871.62,370,14563.09,False,5,3,1,2022
2022-03-20,Clothing,31771.72,347,13660.24,False,6,3,1,2022
2022-03-21,Clothing,28567.63,312,12282.64,False,0,3,1,2022
2022-03-22,Clothing,32543.79,356,13992.19,True,1,3,1,2022
2022-03-23,Clothing,32629.03,357,14028.84,False,2,3,1,2022
2022-03-24,Clothing,31450.59,344,13522.17,False,3,3,1,2022
2022-03-25,Clothing,31466.32,344,13528.94,False,4,3,1,2022
2022-03-26,Clothing,37760.85,413,16235.27,False,5,3,1,2022
2022-03-27,Clothing,35778.82,391,15383.09,False,6,3,1,2022
2022-03-28,Clothing,32400.69,354,13930.67,False,0,3,1,2022
2022-03-29,Clothing,31481.14,344,13535.31,False,1,3,1,2022
2022-03-30,Clothing,32458.27,355,13955.42,False,2,3,1,2022
2022-03-31,Clothing,30758.28,336,13224.51,False,3,3,1,2022
2022-04-01,Clothing,26840.42,293,11540.03,False,4,4,2,2022
2022-04-02,Clothing,36931.05,404,15878.49,False,5,4,2,2022
2022-04-03,Clothing,40545.72,443,17432.62,False,6,4,2,2022
2022-04-04,Clothing,34737.06,380,14935.19,False,0,4,2,2022
2022-04-05,Clothing,34986.7,383,15042.52,False,1,4,2,2022
2022-04-06,Clothing,35745.15,391,15368.62,False,2,4,2,2022
2022-04-07,Clothing,33382.91,365,14352.97,False,3,4,2,2022
2022-04-08,Clothing,33783.46,369,14525.19,False,4,4,2,2022
2022-04-09,Clothing,37177.85,407,15984.61,False,5,4,2,2022
2022-04-10,Clothing,38025.35,416,16348.99,False,6,4,2,2022
2022-04-11,Clothing,35184.11,385,15127.4,False,0,4,2,2022
2022-04-12,Clothing,36636.34,401,15751.78,False,1,4,2,2022
2022-04-13,Clothing,33838.53,370,14548.87,False,2,4,2,2022
2022-04-14,Clothing,33311.49,364,14322.27,False,3,4,2,2022
2022-04-15,Clothing,34458.71,377,14815.51,False,4,4,2,2022
2022-04-16,Clothing,41126.69,450,17682.41,False,5,4,2,2022
2022-04-17,Clothing,36804.23,402,15823.97,False,6,4,2,2022
2022-04-18,Clothing,29866.8,327,12841.22,False,0,4,2,2022
2022-04-19,Clothing,33858.69,370,14557.53,False,1,4,2,2022
2022-04-20,Clothing,32534.64,356,13988.26,False,2,4,2,2022
2022-04-21,Clothing,34251.46,375,14726.41,False,3,4,2,2022
2022-04-22,Clothing,35192.21,385,15130.88,False,4,4,2,2022
2022-04-23,Clothing,40016.5,438,17205.08,False,5,4,2,2022
2022-04-24,Clothing,44376.33,485,19079.59,False,6,4,2,2022
2022-04-25,Clothing,36672.45,401,15767.31,False,0,4,2,2022
2022-04-26,Clothing,36757.45,402,15803.86,False,1,4,2,2022
2022-04-27,Clothing,37606.67,411,16168.98,False,2,4,2,2022
2022-04-28,Clothing,33872.38,370,14563.42,False,3,4,2,2022
2022-04-29,Clothing,38802.42,424,16683.09,False,4,4,2,2022
2022-04-30,Clothing,41984.8,459,18051.35,False,5,4,2,2022
2022-05-01,Clothing,43782.45,479,18824.25,False,6,5,2,2022
2022-05-02,Clothing,34564.99,378,14861.21,False,0,5,2,2022
2022-05-03,Clothing,33637.28,368,14462.34,False,1,5,2,2022
2022-05-04,Clothing,38985.78,426,16761.93,False,2,5,2,2022
2022-05-05,Clothing,38143.77,417,16399.9,False,3,5,2,2022
2022-05-06,Clothing,35458.74,388,15245.48,False,4,5,2,2022
2022-05-07,Clothing,41291.27,452,17753.17,False,5,5,2,2022
2022-05-08,Clothing,45823.29,501,19701.71,False,6,5,2,2022
2022-05-09,Clothing,35199.07,385,15133.83,False,0,5,2,2022
2022-05-10,Clothing,41550.33,454,17864.55,False,1,5,2,2022
2022-05-11,Clothing,36073.95,394,15509.98,False,2,5,2,2022
2022-05-12,Clothing,39576.83,433,17016.05,False,3,5,2,2022
2022-05-13,Clothing,37564.6,411,16150.89,False,4,5,2,2022
2022-05-14,Clothing,45488.03,497,19557.57,False,5,5,2,2022
2022-05-15,Clothing,43092.11,471,18527.44,False,6,5,2,2022
2022-05-16,Clothing,38263.67,418,16451.45,False,0,5,2,2022
2022-05-17,Clothing,38819.39,424,16690.39,False,1,5,2,2022
2022-05-18,Clothing,36630.13,401,15749.11,False,2,5,2,2022
2022-05-19,Clothing,40568.35,444,17442.35,False,3,5,2,2022
2022-05-20,Clothing,37911.04,415,16299.84,False,4,5,2,2022
2022-05-21,Clothing,44507.68,487,19136.06,False,5,5,2,2022
2022-05-22,Clothing,42935.14,469,18459.95,False,6,5,2,2022
2022-05-23,Clothing,33695.41,368,14487.33,False,0,5,2,2022
2022-05-24,Clothing,42948.17,470,18465.55,True,1,5,2,2022
2022-05-25,Clothing,44824.8,490,19272.41,False,2,5,2,2022
2022-05-26,Clothing,45292.85,495,19473.65,True,3,5,2,2022
2022-05-27,Clothing,43619.95,477,18754.39,True,4,5,2,2022
2022-05-28,Clothing,45166.08,494,19419.14,False,5,5,2,2022
2022-05-29,Clothing,45888.81,502,19729.88,False,6,5,2,2022
2022-05-30,Clothing,41144.36,450,17690.01,False,0,5,2,2022
2022-05-31,Clothing,37421.06,409,16089.17,False,1,5,2,2022
2022-06-01,Clothing,42546.28,465,18292.76,False,2,6,2,2022
2022-06-02,Clothing,41742.29,456,17947.09,False,3,6,2,2022
2022-06-03,Clothing,41819.89,457,17980.45,False,4,6,2,2022
2022-06-04,Clothing,47320.04,517,20345.24,False,5,6,2,2022
2022-06-05,Clothing,46475.46,508,19982.11,False,6,6,2,2022
2022-06-06,Clothing,41920.81,458,18023.84,False,0,6,2,2022
2022-06-07,Clothing,41804.79,457,17973.96,False,1,6,2,2022
2022-06-08,Clothing,39783.9,435,17105.08,False,2,6,2,2022
2022-06-09,Clothing,39358.53,430,16922.19,False,3,6,2,2022
2022-06-10,Clothing,40899.87,447,17584.89,False,4,6,2,2022
2022-06-11,Clothing,50245.96,549,21603.24,False,5,6,2,2022
2022-06-12,Clothing,44170.34,483,18991.03,False,6,6,2,2022
2022-06-13,Clothing,37599.22,411,16165.77,False,0,6,2,2022
2022-06-14,Clothing,41236.22,451,17729.5,False,1,6,2,2022
2022-06-15,Clothing,41029.3,449,17640.54,False,2,6,2,2022
2022-06-16,Clothing,41339.95,452,17774.1,False,3,6,2,2022
2022-06-17,Clothing,41534.18,454,17857.61,False,4,6,2,2022
2022-06-18,Clothing,46698.06,511,20077.82,False,5,6,2,2022
2022-06-19,Clothing,55228.91,604,23745.65,True,6,6,2,2022
2022-06-20,Clothing,37577.94,411,16156.62,False,0,6,2,2022
2022-06-21,Clothing,39306.64,430,16899.88,False,1,6,2,2022
2022-06-22,Clothing,40929.21,448,17597.5,False,2,6,2,2022
2022-06-23,Clothing,37566.02,411,16151.5,False,3,6,2,2022
2022-06-24,Clothing,40816.46,446,17549.03,False,4,6,2,2022
2022-06-25,Clothing,51062.0,558,21954.09,False,5,6,2,2022
2022-06-26,Clothing,47472.92,519,20410.97,False,6,6,2,2022
2022-06-27,Clothing,45889.2,502,19730.05,True,0,6,2,2022
2022-06-28,Clothing,38496.55,421,16551.58,False,1,6,2,2022
2022-06-29,Clothing,39923.43,437,17165.07,False,2,6,2,2022
2022-06-30,Clothing,40462.15,442,17396.69,False,3,6,2,2022
2022-07-01,Clothing,40594.44,444,17453.57,False,4,7,3,2022
2022-07-02,Clothing,50311.06,550,21631.23,False,5,7,3,2022
2022-07-03,Clothing,48719.72,533,20947.03,False,6,7,3,2022
2022-07-04,Clothing,38851.74,425,16704.29,False,0,7,3,2022
2022-07-05,Clothing,41835.81,457,17987.29,False,1,7,3,2022
2022-07-06,Clothing,42383.85,463,18222.92,False,2,7,3,2022
2022-07-07,Clothing,43788.07,479,18826.67,False,3,7,3,2022
2022-07-08,Clothing,44746.64,489,19238.81,False,4,7,3,2022
2022-07-09,Clothing,45212.22,494,19438.98,False,5,7,3,2022
2022-07-10,Clothing,45644.52,499,19624.85,False,6,7,3,2022
2022-07-11,Clothing,38458.38,421,16535.17,False,0,7,3,2022
2022-07-12,Clothing,40690.95,445,17495.06,False,1,7,3,2022
2022-07-13,Clothing,42210.31,462,18148.31,False,2,7,3,2022
2022-07-14,Clothing,43332.8,474,18630.93,False,3,7,3,2022
2022-07-15,Clothing,40967.74,448,17614.07,False,4,7,3,2022
2022-07-16,Clothing,46569.21,509,20022.42,False,5,7,3,2022
2022-07-17,Clothing,47572.09,520,20453.61,False,6,7,3,2022
2022-07-18,Clothing,39207.14,429,16857.1,False,0,7,3,2022
2022-07-19,Clothing,45607.08,499,19608.75,False,1,7,3,2022
2022-07-20,Clothing,37436.8,409,16095.94,False,2,7,3,2022
2022-07-21,Clothing,41341.57,452,17774.8,False,3,7,3,2022
2022-07-22,Clothing,45346.51,496,19496.72,False,4,7,3,2022
2022-07-23,Clothing,46994.75,514,20205.38,False,5,7,3,2022
2022-07-24,Clothing,46510.43,509,19997.15,False,6,7,3,2022
2022-07-25,Clothing,39974.45,437,17187.0,False,0,7,3,2022
2022-07-26,Clothing,40315.44,441,17333.61,False,1,7,3,2022
2022-07-27,Clothing,43682.11,478,18781.11,False,2,7,3,2022
2022-07-28,Clothing,35743.37,391,15367.85,False,3,7,3,2022
2022-07-29,Clothing,43928.75,480,18887.15,False,4,7,3,2022
2022-07-30,Clothing,43441.23,475,18677.54,False,5,7,3,2022
2022-07-31,Clothing,45920.64,502,19743.57,False,6,7,3,2022
2022-08-01,Clothing,39437.0,431,16955.93,False,0,8,3,2022
2022-08-02,Clothing,41614.59,455,17892.18,False,1,8,3,2022
2022-08-03,Clothing,36740.59,402,15796.61,False,2,8,3,2022
2022-08-04,Clothing,41208.2,451,17717.45,False,3,8,3,2022
2022-08-05,Clothing,48590.62,531,20891.52,True,4,8,3,2022
2022-08-06,Clothing,43065.7,471,18516.09,False,5,8,3,2022
2022-08-07,Clothing,46401.47,507,19950.3,False,6,8,3,2022
2022-08-08,Clothing,38458.15,421,16535.07,False,0,8,3,2022
2022-08-09,Clothing,40778.2,446,17532.58,False,1,8,3,2022
2022-08-10,Clothing,39808.56,435,17115.68,False,2,8,3,2022
2022-08-11,Clothing,38278.83,419,16457.97,False,3,8,3,2022
2022-08-12,Clothing,40685.6,445,17492.76,False,4,8,3,2022
2022-08-13,Clothing,49432.51,541,21253.49,False,5,8,3,2022
2022-08-14,Clothing,44950.14,492,19326.3,False,6,8,3,2022
2022-08-15,Clothing,40953.65,448,17608.01,False,0,8,3,2022
2022-08-16,Clothing,36441.51,398,15668.02,False,1,8,3,2022
2022-08-17,Clothing,37097.76,406,15950.17,False,2,8,3,2022
2022-08-18,Clothing,40155.13,439,17264.69,False,3,8,3,2022
2022-08-19,Clothing,42293.55,462,18184.1,False,4,8,3,2022
2022-08-20,Clothing,45563.27,498,19589.92,False,5,8,3,2022
2022-08-21,Clothing,43988.98,481,18913.05,False,6,8,3,2022
2022-08-22,Clothing,38757.72,424,16663.87,False,0,8,3,2022
2022-08-23,Clothing,35916.36,393,15442.23,False,1,8,3,2022
2022-08-24,Clothing,39904.08,436,17156.75,False,2,8,3,2022
2022-08-25,Clothing,40421.14,442,17379.06,False,3,8,3,2022
2022-08-26,Clothing,37390.25,409,16075.93,False,4,8,3,2022
2022-08-27,Clothing,42997.94,470,18486.95,False,5,8,3,2022
2022-08-28,Clothing,44505.35,487,19135.06,False,6,8,3,2022
2022-08-29,Clothing,37132.93,406,15965.29,False,0,8,3,2022
2022-08-30,Clothing,37849.41,414,16273.34,False,1,8,3,2022
2022-08-31,Clothing,42514.66,465,18279.17,False,2,8,3,2022
2022-09-01,Clothing,37251.4,407,16016.23,False,3,9,3,2022
2022-09-02,Clothing,36905.35,404,15867.44,False,4,9,3,2022
2022-09-03,Clothing,41806.03,457,17974.49,False,5,9,3,2022
2022-09-04,Clothing,44749.94,489,19240.22,False,6,9,3,2022
2022-09-05,Clothing,36987.48,404,15902.76,False,0,9,3,2022
2022-09-06,Clothing,35853.82,392,15415.34,False,1,9,3,2022
2022-09-07,Clothing,40085.04,438,17234.55,False,2,9,3,2022
2022-09-08,Clothing,40196.51,440,17282.48,False,3,9,3,2022
2022-09-09,Clothing,35647.2,390,15326.5,False,4,9,3,2022
2022-09-10,Clothing,38285.44,419,16460.81,False,5,9,3,2022
2022-09-11,Clothing,44486.38,486,19126.91,False,6,9,3,2022
2022-09-12,Clothing,35143.8,384,15110.07,False,0,9,3,2022
2022-09-13,Clothing,38282.65,419,16459.61,False,1,9,3,2022
2022-09-14,Clothing,32102.07,351,13802.28,False,2,9,3,2022
2022-09-15,Clothing,38292.81,419,16463.98,False,3,9,3,2022
2022-09-16,Clothing,33557.13,367,14427.88,False,4,9,3,2022
2022-09-17,Clothing,43138.99,472,18547.6,False,5,9,3,2022
2022-09-18,Clothing,41438.93,453,17816.66,False,6,9,3,2022
2022-09-19,Clothing,33800.19,370,14532.38,False,0,9,3,2022
2022-09-20,Clothing,34895.66,382,15003.38,False,1,9,3,2022
2022-09-21,Clothing,37193.35,407,15991.27,False,2,9,3,2022
2022-09-22,Clothing,35808.79,392,15395.98,False,3,9,3,2022
2022-09-23,Clothing,36754.0,402,15802.37,False,4,9,3,2022
2022-09-24,Clothing,45013.21,492,19353.42,False,5,9,3,2022
2022-09-25,Clothing,37100.43,406,15951.32,False,6,9,3,2022
2022-09-26,Clothing,42219.27,462,18152.16,True,0,9,3,2022
2022-09-27,Clothing,35269.6,386,15164.15,False,1,9,3,2022
2022-09-28,Clothing,32956.28,360,14169.54,False,2,9,3,2022
2022-09-29,Clothing,31900.85,349,13715.76,False,3,9,3,2022
2022-09-30,Clothing,34305.8,375,14749.77,False,4,9,3,2022
2022-10-01,Clothing,41836.74,457,17987.69,False,5,10,4,2022
2022-10-02,Clothing,39408.0,431,16943.46,False,6,10,4,2022
2022-10-03,Clothing,37732.1,413,16222.91,False,0,10,4,2022
2022-10-04,Clothing,31111.24,340,13376.27,False,1,10,4,2022
2022-10-05,Clothing,34174.08,374,14693.14,False,2,10,4,2022
2022-10-06,Clothing,31342.89,343,13475.87,False,3,10,4,2022
2022-10-07,Clothing,34796.29,380,14960.66,False,4,10,4,2022
2022-10-08,Clothing,40930.57,448,17598.09,False,5,10,4,2022
2022-10-09,Clothing,41824.66,457,17982.5,True,6,10,4,2022
2022-10-10,Clothing,27965.83,306,12023.9,False,0,10,4,2022
2022-10-11,Clothing,34033.98,372,14632.9,False,1,10,4,2022
2022-10-12,Clothing,34459.16,377,14815.71,False,2,10,4,2022
2022-10-13,Clothing,37630.85,411,16179.37,True,3,10,4,2022
2022-10-14,Clothing,36023.87,394,15488.45,False,4,10,4,2022
2022-10-15,Clothing,35835.18,392,15407.33,False,5,10,4,2022
2022-10-16,Clothing,39579.7,433,17017.28,False,6,10,4,2022
2022-10-17,Clothing,35646.26,390,15326.1,False,0,10,4,2022
2022-10-18,Clothing,29017.83,317,12476.21,False,1,10,4,2022
2022-10-19,Clothing,33543.05,367,14421.82,False,2,10,4,2022
2022-10-20,Clothing,31640.87,346,13603.98,False,3,10,4,2022
2022-10-21,Clothing,32482.15,355,13965.69,False,4,10,4,2022
2022-10-22,Clothing,38225.17,418,16434.9,False,5,10,4,2022
2022-10-23,Clothing,36289.39,397,15602.61,False,6,10,4,2022
2022-10-24,Clothing,30916.73,338,13292.64,False,0,10,4,2022
2022-10-25,Clothing,32394.96,354,13928.2,False,1,10,4,2022
2022-10-26,Clothing,29845.78,326,12832.18,False,2,10,4,2022
2022-10-27,Clothing,29768.19,326,12798.82,False,3,10,4,2022
2022-10-28,Clothing,33572.34,367,14434.42,False,4,10,4,2022
2022-10-29,Clothing,34272.54,375,14735.47,False,5,10,4,2022
2022-10-30,Clothing,38177.98,417,16414.61,False,6,10,4,2022
2022-10-31,Clothing,32866.45,359,14130.92,False,0,10,4,2022
2022-11-01,Clothing,27978.71,306,12029.44,False,1,11,4,2022
2022-11-02,Clothing,30213.17,330,12990.14,False,2,11,4,2022
2022-11-03,Clothing,34260.79,375,14730.42,False,3,11,4,2022
2022-11-04,Clothing,29406.77,322,12643.43,False,4,11,4,2022
2022-11-05,Clothing,35201.68,385,15134.95,False,5,11,4,2022
2022-11-06,Clothing,37165.1,406,15979.12,False,6,11,4,2022
2022-11-07,Clothing,33093.68,362,14228.62,False,0,11,4,2022
2022-11-08,Clothing,30755.28,336,13223.22,False,1,11,4,2022
2022-11-09,Clothing,29934.37,327,12870.27,False,2,11,4,2022
2022-11-10,Clothing,37439.23,409,16096.99,True,3,11,4,2022
2022-11-11,Clothing,34960.38,382,15031.21,False,4,11,4,2022
2022-11-12,Clothing,37896.11,414,16293.42,False,5,11,4,2022
2022-11-13,Clothing,35870.08,392,15422.33,False,6,11,4,2022
2022-11-14,Clothing,29199.51,319,12554.32,False,0,11,4,2022
2022-11-15,Clothing,29102.19,318,12512.48,False,1,11,4,2022
2022-11-16,Clothing,32032.13,350,13772.21,False,2,11,4,2022
2022-11-17,Clothing,31758.48,347,13654.55,False,3,11,4,2022
2022-11-18,Clothing,33878.94,370,14566.24,False,4,11,4,2022
2022-11-19,Clothing,36799.08,402,15821.75,False,5,11,4,2022
2022-11-20,Clothing,32017.03,350,13765.71,False,6,11,4,2022
2022-11-21,Clothing,32994.19,361,14185.84,False,0,11,4,2022
2022-11-22,Clothing,28449.81,311,12231.99,False,1,11,4,2022
2022-11-23,Clothing,29768.55,326,12798.98,False,2,11,4,2022
2022-11-24,Clothing,31133.59,340,13385.88,False,3,11,4,2022
2022-11-25,Clothing,34945.63,382,15024.86,False,4,11,4,2022
2022-11-26,Clothing,41950.55,459,18036.63,False,5,11,4,2022
2022-11-27,Clothing,36416.32,398,15657.19,False,6,11,4,2022
2022-11-28,Clothing,30081.18,329,12933.39,False,0,11,4,2022
2022-11-29,Clothing,31640.86,346,13603.98,False,1,11,4,2022
2022-11-30,Clothing,32400.75,354,13930.69,False,2,11,4,2022
2022-12-01,Clothing,29727.64,325,12781.39,False,3,12,4,2022
2022-12-02,Clothing,34370.02,376,14777.38,False,4,12,4,2022
2022-12-03,Clothing,35477.95,388,15253.73,False,5,12,4,2022
2022-12-04,Clothing,36057.61,394,15502.96,False,6,12,4,2022
2022-12-05,Clothing,31861.53,348,13698.86,False,0,12,4,2022
2022-12-06,Clothing,31320.54,342,13466.26,False,1,12,4,2022
2022-12-07,Clothing,32237.58,353,13860.54,False,2,12,4,2022
2022-12-08,Clothing,29035.13,317,12483.65,False,3,12,4,2022
2022-12-09,Clothing,29168.32,319,12540.91,False,4,12,4,2022
2022-12-10,Clothing,32542.44,356,13991.61,False,5,12,4,2022
2022-12-11,Clothing,35939.07,393,15451.99,False,6,12,4,2022
2022-12-12,Clothing,32134.75,351,13816.33,False,0,12,4,2022
2022-12-13,Clothing,31441.05,344,13518.07,False,1,12,4,2022
2022-12-14,Clothing,34133.04,373,14675.49,False,2,12,4,2022
2022-12-15,Clothing,30454.42,333,13093.87,False,3,12,4,2022
2022-12-16,Clothing,31957.89,349,13740.29,False,4,12,4,2022
2022-12-17,Clothing,32683.56,357,14052.29,False,5,12,4,2022
2022-12-18,Clothing,34262.05,375,14730.96,False,6,12,4,2022
2022-12-19,Clothing,32090.85,351,13797.45,False,0,12,4,2022
2022-12-20,Clothing,32458.1,355,13955.35,False,1,12,4,2022
2022-12-21,Clothing,29975.12,328,12887.79,False,2,12,4,2022
2022-12-22,Clothing,30498.48,333,13112.81,False,3,12,4,2022
2022-12-23,Clothing,27353.19,299,11760.5,False,4,12,4,2022
2022-12-24,Clothing,34555.65,378,14857.19,False,5,12,4,2022
2022-12-25,Clothing,37347.39,408,16057.5,False,6,12,4,2022
2022-12-26,Clothing,35163.33,384,15118.46,True,0,12,4,2022
2022-12-27,Clothing,31963.69,350,13742.78,False,1,12,4,2022
2022-12-28,Clothing,31020.04,339,13337.06,False,2,12,4,2022
2022-12-29,Clothing,30976.74,339,13318.44,False,3,12,4,2022
2022-12-30,Clothing,29561.5,323,12709.96,False,4,12,4,2022
2022-12-31,Clothing,37267.4,408,16023.11,False,5,12,4,2022
2023-01-01,Clothing,36722.44,402,15788.8,False,6,1,1,2023
2023-01-02,Clothing,35388.36,387,15215.22,True,0,1,1,2023
2023-01-03,Clothing,30092.21,329,12938.14,False,1,1,1,2023
2023-01-04,Clothing,26576.73,291,11426.66,False,2,1,1,2023
2023-01-05,Clothing,33794.7,370,14530.02,False,3,1,1,2023
2023-01-06,Clothing,30396.68,332,13069.04,False,4,1,1,2023
2023-01-07,Clothing,34351.67,376,14769.49,False,5,1,1,2023
2023-01-08,Clothing,37860.17,414,16277.97,False,6,1,1,2023
2023-01-09,Clothing,30808.72,337,13246.2,False,0,1,1,2023
2023-01-10,Clothing,34081.16,373,14653.19,False,1,1,1,2023
2023-01-11,Clothing,33187.08,363,14268.78,False,2,1,1,2023
2023-01-12,Clothing,33416.08,365,14367.23,False,3,1,1,2023
2023-01-13,Clothing,28991.87,317,12465.05,False,4,1,1,2023
2023-01-14,Clothing,39562.75,433,17009.99,False,5,1,1,2023
2023-01-15,Clothing,37573.65,411,16154.78,False,6,1,1,2023
2023-01-16,Clothing,31451.74,344,13522.67,False,0,1,1,2023
2023-01-17,Clothing,35908.66,393,15438.92,True,1,1,1,2023
2023-01-18,Clothing,28545.15,312,12272.98,False,2,1,1,2023
2023-01-19,Clothing,33449.39,366,14381.56,False,3,1,1,2023
2023-01-20,Clothing,30385.27,332,13064.14,False,4,1,1,2023
2023-01-21,Clothing,34688.31,379,14914.23,False,5,1,1,2023
2023-01-22,Clothing,34434.12,377,14804.94,False,6,1,1,2023
2023-01-23,Clothing,35408.55,387,15223.9,False,0,1,1,2023
2023-01-24,Clothing,31683.81,346,13622.45,False,1,1,1,2023
2023-01-25,Clothing,36551.89,400,15715.47,False,2,1,1,2023
2023-01-26,Clothing,32110.35,351,13805.84,False,3,1,1,2023
2023-01-27,Clothing,29646.25,324,12746.4,False,4,1,1,2023
2023-01-28,Clothing,36088.92,395,15516.42,False,5,1,1,2023
2023-01-29,Clothing,41398.67,453,17799.35,False,6,1,1,2023
2023-01-30,Clothing,33410.58,365,14364.87,False,0,1,1,2023
2023-01-31,Clothing,32667.99,357,14045.59,False,1,1,1,2023
2023-02-01,Clothing,34348.7,376,14768.21,False,2,2,1,2023
2023-02-02,Clothing,35224.77,385,15144.88,False,3,2,1,2023
2023-02-03,Clothing,36705.02,401,15781.31,False,4,2,1,2023
2023-02-04,Clothing,42717.18,467,18366.24,False,5,2,1,2023
2023-02-05,Clothing,38887.62,425,16719.72,False,6,2,1,2023
2023-02-06,Clothing,31717.15,347,13636.78,False,0,2,1,2023
2023-02-07,Clothing,33857.3,370,14556.94,False,1,2,1,2023
2023-02-08,Clothing,35473.58,388,15251.86,False,2,2,1,2023
2023-02-09,Clothing,32916.27,360,14152.34,False,3,2,1,2023
2023-02-10,Clothing,33067.89,362,14217.53,False,4,2,1,2023
2023-02-11,Clothing,41365.35,452,17785.02,False,5,2,1,2023
2023-02-12,Clothing,40662.98,445,17483.04,False,6,2,1,2023
2023-02-13,Clothing,35665.75,390,15334.48,False,0,2,1,2023
2023-02-14,Clothing,34067.7,373,14647.4,False,1,2,1,2023
2023-02-15,Clothing,35373.64,387,15208.89,False,2,2,1,2023
2023-02-16,Clothing,33992.65,372,14615.13,False,3,2,1,2023
2023-02-17,Clothing,38131.11,417,16394.46,False,4,2,1,2023
2023-02-18,Clothing,44046.28,482,18937.69,False,5,2,1,2023
2023-02-19,Clothing,37878.65,414,16285.91,False,6,2,1,2023
2023-02-20,Clothing,34575.21,378,14865.6,False,0,2,1,2023
2023-02-21,Clothing,33479.23,366,14394.39,False,1,2,1,2023
2023-02-22,Clothing,35494.11,388,15260.68,False,2,2,1,2023
2023-02-23,Clothing,36894.23,403,15862.66,False,3,2,1,2023
2023-02-24,Clothing,34043.23,372,14636.88,False,4,2,1,2023
2023-02-25,Clothing,40968.22,448,17614.27,False,5,2,1,2023
2023-02-26,Clothing,40967.69,448,17614.05,False,6,2,1,2023
2023-02-27,Clothing,38158.19,417,16406.1,False,0,2,1,2023
2023-02-28,Clothing,38013.15,416,16343.74,False,1,2,1,2023
2023-03-01,Clothing,40233.98,440,17298.59,True,2,3,1,2023
2023-03-02,Clothing,38568.85,422,16582.67,False,3,3,1,2023
2023-03-03,Clothing,37137.93,406,15967.44,False,4,3,1,2023
2023-03-04,Clothing,43679.82,478,18780.13,False,5,3,1,2023
2023-03-05,Clothing,48145.58,526,20700.18,False,6,3,1,2023
2023-03-06,Clothing,41776.19,457,17961.66,False,0,3,1,2023
2023-03-07,Clothing,36131.54,395,15534.75,False,1,3,1,2023
