loan_id,origination_date,sector,credit_grade,credit_score,loan_amount,annual_income,debt_to_income,interest_rate,collateral_value,ltv_ratio,employment_years,num_defaults_history,monthly_return,volatility_30d,sharpe_ratio,portfolio_weight,risk_score_raw,risk_label
LN000474,2023-06-26,Industrial,BBB,692,141228.67,35724.22,0.8115,0.0905,158737.76,0.8897,0.0,0,0.006582,0.070523,0.3233,0.00018,2.4345,Medium
LN000475,2024-08-03,Real Estate,B,548,1206709.72,96818.89,1.5,0.1292,2236142.7,0.5396,24.6,0,0.175814,0.112616,5.408,0.0,3.88,High
LN000476,2021-05-01,Industrial,BB,599,38659.7,100584.32,0.0885,0.1082,57724.56,0.6697,20.1,0,-0.047533,0.103339,-1.5934,8.7e-05,-0.0941,Low
LN000477,2021-11-11,Finance,BB,579,174540.46,32412.91,1.1268,0.0955,163967.68,1.0645,4.6,0,-0.027096,0.08302,-1.1306,8e-06,3.5823,High
LN000478,2021-02-19,Utilities,BB,548,55153.69,95065.55,0.1448,0.1081,125555.17,0.4393,37.2,0,0.089922,0.088877,3.5048,0.002715,-1.0773,Low
LN000479,2020-09-30,Industrial,A,704,37940.88,45713.76,0.1512,0.0748,25962.39,1.4614,7.8,3,-0.031761,0.097193,-1.132,0.000589,4.8471,High
LN000480,2024-01-11,Consumer,BBB,697,97542.76,20000.0,0.9523,0.0868,180188.72,0.5413,0.5,0,0.104845,0.081748,4.4428,8.1e-05,1.245,Medium
LN000481,2025-01-03,Finance,CCC,479,114816.18,135593.86,0.185,0.1338,93433.28,1.2289,0.9,1,0.03882,0.114892,1.1705,8e-06,4.7555,High
LN000482,2023-12-25,Technology,B,545,2000000.0,34803.34,1.5,0.1255,5740019.38,0.3484,17.3,0,-0.248503,0.09762,-8.8182,0.000108,3.0924,High
LN000483,2020-09-07,Healthcare,AAA,850,80614.97,32920.62,0.5596,0.0566,58665.07,1.3742,7.0,0,0.035089,0.034606,3.5125,0.000131,-0.397,Low
LN000484,2021-02-17,Consumer,A,775,28475.62,45154.89,0.1857,0.0816,60943.57,0.4672,13.0,0,0.047156,0.065868,2.48,0.00032,-1.643,Low
LN000485,2023-10-17,Real Estate,AA,823,133293.91,72443.75,0.3409,0.062,174147.52,0.7654,16.0,0,0.033264,0.043142,2.6709,4.6e-05,-1.4034,Low
LN000486,2023-07-31,Utilities,BB,585,10075.84,57521.31,0.05,0.1123,11745.85,0.8578,4.2,0,-0.211537,0.099908,-7.3346,1.7e-05,-0.0515,Low
LN000487,2021-12-16,Consumer,B,501,89218.84,87872.91,0.2366,0.1227,129703.48,0.6879,0.3,0,-0.082629,0.096423,-2.9685,0.000391,2.1417,Medium
LN000488,2020-11-06,Technology,A,788,100471.34,23443.71,0.9105,0.0765,174623.58,0.5754,1.5,0,-0.040845,0.053136,-2.6628,4e-06,0.2277,Low
LN000489,2022-07-15,Real Estate,BBB,726,236584.43,35608.14,1.3758,0.0892,222414.99,1.0637,0.5,0,-0.084773,0.080805,-3.6342,3e-06,3.0699,High
LN000490,2021-01-16,Consumer,B,554,288077.4,55204.63,1.0405,0.1162,280595.49,1.0267,1.5,0,0.14851,0.096276,5.3435,0.000228,3.1195,High
LN000491,2024-04-14,Industrial,BB,578,56730.85,226052.17,0.05,0.1081,99301.44,0.5713,3.7,0,-0.029205,0.122557,-0.8255,0.000455,0.8365,Low
LN000492,2021-03-01,Industrial,BBB,694,83643.97,55289.11,0.2526,0.0958,57033.12,1.4666,0.9,0,-0.014926,0.068066,-0.7596,0.000441,1.3547,Medium
LN000493,2025-02-17,Industrial,BB,607,42500.33,127983.37,0.08,0.1095,45413.99,0.9358,1.3,0,0.034935,0.102412,1.1817,0.000222,0.2074,Low
LN000494,2021-06-16,Utilities,BBB,667,28541.98,61512.07,0.1099,0.0929,114167.91,0.25,4.1,0,0.027921,0.074925,1.2909,0.000113,-0.9975,Low
LN000495,2022-01-22,Technology,A,752,138813.18,42678.0,0.5956,0.0753,127220.75,1.0911,2.9,0,-0.212582,0.060209,-12.2307,0.001446,0.8307,Low
LN000496,2022-02-04,Finance,BBB,678,24320.04,50377.15,0.0988,0.098,51957.27,0.4681,4.4,0,-0.080744,0.093954,-2.977,8.9e-05,-0.3809,Low
LN000497,2023-09-18,Utilities,BB,580,62561.82,53215.56,0.2667,0.1034,66804.79,0.9365,3.9,0,-0.152113,0.093841,-5.6151,0.000545,1.294,Medium
LN000498,2021-02-12,Consumer,B,541,33034.53,91358.99,0.05,0.1289,54662.15,0.6043,7.2,0,0.022864,0.120867,0.6553,3.5e-05,0.7839,Low
LN000499,2024-06-02,Consumer,BB,626,180710.49,156721.85,0.2859,0.105,316916.55,0.5702,19.4,0,-0.046649,0.094072,-1.7178,1.6e-05,-0.1713,Low
LN000500,2021-11-25,Industrial,BB,622,716098.57,77016.63,1.5,0.1062,1518381.93,0.4716,0.8,0,-0.019032,0.097974,-0.6729,8.8e-05,3.6763,High
LN000501,2024-10-04,Finance,A,736,23582.34,137441.6,0.0972,0.0727,29382.42,0.8026,0.7,0,-0.180901,0.078602,-7.9725,0.0,-1.2149,Low
LN000502,2021-07-02,Utilities,BBB,693,12857.46,30474.55,0.0577,0.0925,38454.6,0.3344,13.4,0,-0.043334,0.083695,-1.7936,0.000192,-1.9046,Low
LN000503,2022-07-25,Consumer,AAA,840,86044.89,44790.83,0.3329,0.0549,91756.15,0.9378,4.9,2,0.036463,0.039122,3.2286,0.001632,1.4422,Medium
LN000504,2023-10-21,Utilities,A,734,100435.16,36061.76,0.5341,0.0826,148888.91,0.6746,10.2,1,0.096901,0.081139,4.137,9.6e-05,0.7483,Low
LN000505,2024-05-26,Energy,BB,525,125558.27,74616.07,0.3318,0.1149,186957.39,0.6716,1.7,0,0.068028,0.139553,1.6886,1.9e-05,2.2004,Medium
LN000506,2025-04-23,Technology,CCC,478,60418.31,46570.81,0.24,0.1426,52065.62,1.1604,12.4,2,-0.18348,0.119455,-5.3208,3e-06,6.6563,High
LN000507,2024-01-21,Healthcare,AA,809,79165.57,99791.78,0.1479,0.0595,95315.51,0.8306,18.0,0,0.05505,0.052213,3.6523,4.5e-05,-2.1692,Low
LN000508,2020-07-01,Energy,BBB,660,147895.53,31203.91,0.9646,0.0933,212961.54,0.6945,7.1,0,0.036104,0.066804,1.8721,0.000174,1.2122,Medium
LN000509,2025-04-24,Real Estate,B,538,310045.39,61705.09,0.9964,0.1211,352084.18,0.8806,0.8,3,-0.03325,0.103888,-1.1087,0.000298,8.4601,High
LN000510,2023-03-06,Healthcare,A,703,11492.46,96838.56,0.05,0.0867,41184.45,0.279,15.8,1,-0.133728,0.060622,-7.6415,1.3e-05,-0.7914,Low
LN000511,2020-06-19,Energy,BBB,695,65786.28,20000.0,0.5724,0.089,63495.04,1.0361,11.0,0,0.073474,0.101065,2.5184,1e-06,1.5179,Medium
LN000512,2020-10-19,Energy,BB,623,124890.13,264379.78,0.1141,0.1145,270211.28,0.4622,9.7,0,-0.074687,0.094406,-2.7405,0.000365,-0.5901,Low
LN000513,2021-07-15,Real Estate,BB,630,35962.29,49108.81,0.142,0.1145,68378.26,0.5259,0.3,0,0.014445,0.106266,0.4709,0.000275,0.3129,Low
LN000514,2023-12-27,Utilities,A,686,662838.46,20000.0,1.5,0.0891,889790.87,0.7449,11.2,0,-0.00424,0.050384,-0.2915,0.000715,2.6485,Medium
LN000515,2025-02-19,Real Estate,BBB,665,49072.26,66880.7,0.0998,0.093,46862.15,1.0472,1.0,0,0.10371,0.077491,4.6362,6e-06,0.0833,Low
LN000516,2024-07-09,Energy,BB,602,94332.22,61292.36,0.2174,0.1136,93645.9,1.0073,1.8,0,-0.044268,0.126317,-1.214,0.000411,1.4123,Medium
LN000517,2022-04-29,Technology,BBB,662,181974.95,56538.32,0.6746,0.1064,199673.22,0.9114,6.0,2,-0.013216,0.07008,-0.6533,2e-06,4.7951,High
LN000518,2020-09-29,Healthcare,AAA,834,51512.86,119830.53,0.1033,0.0469,34039.95,1.5133,2.2,0,0.030301,0.020641,5.0853,0.000143,-0.9206,Low
LN000519,2024-03-29,Finance,BB,601,12948.95,101033.91,0.05,0.1023,11700.46,1.1067,7.6,1,-0.079018,0.091362,-2.9961,1e-06,2.4774,Medium
LN000520,2022-10-31,Finance,AAA,850,61603.87,73755.68,0.0906,0.0406,45958.28,1.3404,6.6,0,0.026207,0.044377,2.0458,0.002775,-1.8739,Low
LN000521,2024-10-09,Industrial,BB,562,306319.7,82052.04,0.8235,0.1136,708379.05,0.4324,0.8,0,-0.036469,0.09212,-1.3714,1e-06,2.5694,Medium
LN000522,2021-01-06,Utilities,A,774,68146.52,55656.22,0.3156,0.0706,117806.69,0.5785,7.5,0,-0.075296,0.062323,-4.1852,5e-05,-0.786,Low
LN000523,2024-07-27,Utilities,CCC,502,38906.72,207491.07,0.05,0.1381,71920.16,0.541,18.0,0,-0.027983,0.132161,-0.7335,0.001402,0.8146,Low
LN000524,2021-12-22,Utilities,BBB,668,273276.51,21259.58,1.5,0.0972,466854.17,0.5854,1.2,0,0.035859,0.070871,1.7528,2e-06,2.9468,High
LN000525,2022-01-03,Consumer,A,752,68606.85,66022.85,0.291,0.0809,99005.89,0.693,6.4,0,0.088804,0.077878,3.9501,0.000946,-0.3057,Low
LN000526,2022-02-16,Technology,AA,753,56321.02,62662.42,0.156,0.0671,136365.66,0.413,2.9,0,0.050613,0.038324,4.5749,0.00025,-2.3879,Low
LN000527,2021-06-02,Utilities,A,713,116355.06,105798.99,0.1954,0.0811,123019.31,0.9458,4.3,0,-0.028971,0.060075,-1.6706,0.000251,-0.0786,Low
LN000528,2020-11-30,Industrial,B,546,230458.3,33166.72,1.3756,0.1314,324646.8,0.7099,2.4,0,-0.138813,0.116343,-4.1331,0.0,4.1449,High
LN000529,2022-04-25,Industrial,CCC,524,1355776.46,20000.0,1.5,0.1352,2467481.16,0.5495,3.1,0,-0.078601,0.145248,-1.8746,1.6e-05,5.5447,High
LN000530,2023-06-05,Technology,BBB,668,245231.94,66821.23,0.6488,0.0916,195140.68,1.2567,0.2,0,-0.135125,0.096359,-4.8577,6.8e-05,2.1278,Medium
LN000531,2022-11-18,Technology,BBB,681,353565.47,72901.27,1.0226,0.0911,1414261.9,0.25,27.9,0,-0.03927,0.09058,-1.5018,0.000465,0.941,Medium
LN000532,2025-04-07,Energy,BB,595,56581.49,169858.26,0.05,0.1142,77254.73,0.7324,6.9,0,-0.04753,0.088898,-1.8521,7.3e-05,0.0218,Low
LN000533,2020-01-16,Technology,B,562,31937.79,24606.02,0.272,0.1295,45630.92,0.6999,4.9,2,0.052519,0.097609,1.8639,3.4e-05,3.9133,High
LN000534,2021-12-08,Finance,BB,651,105721.6,134361.02,0.2017,0.1123,235935.96,0.4481,3.4,0,-0.20337,0.084888,-8.299,0.001032,-0.2203,Low
LN000535,2022-06-19,Technology,BBB,694,111066.78,314013.12,0.05,0.1009,216180.51,0.5138,5.4,0,-0.100145,0.105025,-3.3031,0.000479,-0.9463,Low
LN000536,2025-06-02,Real Estate,BBB,667,30140.83,45961.74,0.0849,0.0891,41310.3,0.7296,3.3,0,-0.099171,0.103945,-3.305,4e-06,-0.5314,Low
LN000537,2024-04-21,Energy,BB,626,81403.7,24254.09,0.7319,0.1183,115754.61,0.7032,3.1,0,0.134546,0.140549,3.3161,0.001014,2.15,Medium
LN000538,2022-06-22,Healthcare,AAA,850,153161.68,45031.52,0.7069,0.0576,113276.83,1.3521,4.4,0,-0.02571,0.021581,-4.1269,1e-06,0.0079,Low
LN000539,2021-04-10,Industrial,BB,622,146742.22,60464.0,0.4545,0.1137,158553.35,0.9255,2.3,0,0.002477,0.095392,0.0899,0.000147,0.7713,Low
LN000540,2025-05-31,Utilities,BBB,697,171908.33,88845.26,0.4471,0.1039,285386.8,0.6024,1.4,1,-0.028126,0.085921,-1.134,0.000134,1.9011,Medium
LN000541,2020-07-18,Technology,BB,637,135952.55,39577.8,0.7473,0.1017,219173.37,0.6203,5.7,0,0.086349,0.104803,2.8541,0.000132,1.2386,Medium
LN000542,2023-04-21,Real Estate,AA,786,56516.64,177839.9,0.077,0.0624,124337.73,0.4545,13.0,0,0.021661,0.055649,1.3484,5.8e-05,-2.6922,Low
LN000543,2022-11-21,Real Estate,BB,626,56089.8,27441.93,0.3638,0.1063,72150.46,0.7774,1.2,0,-0.010695,0.109395,-0.3387,0.001275,1.7301,Medium
LN000544,2023-02-05,Industrial,BBB,660,26400.9,20000.0,0.2433,0.0986,20460.24,1.2904,0.2,0,-0.05495,0.073909,-2.5755,0.000265,1.9161,Medium
LN000545,2023-10-11,Healthcare,BB,586,703098.69,129923.01,1.0967,0.1047,1448363.3,0.4854,2.0,0,-0.171971,0.083955,-7.0957,0.000333,2.4556,Medium
LN000546,2022-09-25,Consumer,AA,783,100187.17,20000.0,0.9924,0.0688,240200.95,0.4171,27.3,1,0.003638,0.039578,0.3184,0.00014,1.0681,Medium
LN000547,2021-12-28,Energy,BBB,668,77084.82,51901.82,0.344,0.1019,149038.43,0.5172,12.4,1,0.023525,0.065241,1.2491,0.0,0.9849,Medium
LN000548,2024-11-06,Industrial,BBB,628,35536.97,530925.39,0.05,0.0985,44930.64,0.7909,6.3,1,-0.129832,0.073626,-6.1086,0.000481,1.2899,Medium
LN000549,2025-03-24,Technology,BBB,691,2000000.0,59371.5,1.5,0.0964,4099649.99,0.4878,18.5,0,-0.094607,0.066925,-4.897,1.3e-05,1.9787,Medium
LN000550,2024-12-26,Consumer,BB,540,30313.22,27322.41,0.2309,0.1051,121252.88,0.25,4.1,1,0.004572,0.087757,0.1805,0.000394,1.189,Medium
LN000551,2021-07-21,Consumer,BB,677,61590.77,57516.19,0.1896,0.1058,87057.86,0.7075,28.6,0,0.01272,0.099789,0.4416,6.4e-05,-0.4723,Low
LN000552,2020-02-13,Healthcare,B,587,155970.24,57782.4,0.5085,0.1312,124582.8,1.2519,2.5,1,-0.169723,0.139977,-4.2003,0.001529,4.4912,High
LN000553,2020-10-01,Industrial,A,723,191039.27,67000.47,0.4819,0.0839,203968.38,0.9366,1.9,2,-0.068705,0.086602,-2.7482,0.000496,3.0977,High
LN000554,2023-01-01,Industrial,B,550,283148.07,95185.61,0.5959,0.1248,490860.7,0.5768,7.1,0,-0.205011,0.100825,-7.0437,0.000155,2.4672,Medium
LN000555,2020-04-11,Finance,BBB,677,720981.93,28929.65,1.5,0.0929,512188.31,1.4077,3.3,0,0.080866,0.067879,4.1269,0.0006,4.1844,High
LN000556,2023-05-16,Finance,AA,775,172262.27,195103.14,0.2093,0.0549,248832.35,0.6923,6.9,0,-0.058287,0.03929,-5.1389,3.7e-05,-1.8125,Low
LN000557,2024-09-17,Finance,AA,794,30895.51,71081.33,0.0904,0.0596,48557.35,0.6363,2.5,1,0.030602,0.1058,1.002,0.001276,-0.2746,Low
LN000558,2025-01-06,Industrial,BBB,666,74411.1,99583.9,0.1428,0.1046,185611.13,0.4009,6.7,0,-0.018401,0.080947,-0.7875,0.000115,-1.4686,Low
LN000559,2020-04-17,Industrial,BB,607,138498.62,38572.52,0.777,0.1036,315746.06,0.4386,2.3,3,0.091789,0.08403,3.7839,6e-06,6.5055,High
LN000560,2024-06-05,Finance,BB,614,960345.74,147335.49,1.238,0.1109,1831933.57,0.5242,0.4,0,-0.11827,0.116745,-3.5093,1.7e-05,2.7849,Medium
LN000561,2021-05-12,Energy,BB,577,21213.94,50014.25,0.1117,0.115,12056.3,1.7596,17.0,0,-0.011914,0.090057,-0.4583,8e-06,2.6019,Medium
LN000562,2025-06-03,Real Estate,BBB,670,370583.53,72713.82,0.9357,0.0887,723065.73,0.5125,15.0,0,-0.214225,0.110897,-6.6918,0.000385,1.6104,Medium
LN000563,2022-05-31,Real Estate,BBB,674,120319.48,31157.98,0.7304,0.0959,215369.66,0.5587,24.7,1,-0.151032,0.07104,-7.3647,0.000557,2.1493,Medium
LN000564,2022-01-26,Real Estate,AA,793,248106.55,29796.55,1.5,0.0697,371012.61,0.6687,8.8,0,0.01914,0.044992,1.4737,4.4e-05,1.1229,Medium
LN000565,2021-09-11,Utilities,A,724,88239.13,96929.94,0.2212,0.0801,59618.25,1.4801,8.0,0,-0.126899,0.064062,-6.8619,0.000354,0.0322,Low
LN000566,2023-01-11,Technology,BBB,698,39078.36,43891.47,0.1748,0.1093,38662.08,1.0108,5.7,0,-0.048795,0.109627,-1.5419,5.5e-05,-0.4551,Low
LN000567,2025-04-19,Technology,AA,781,225473.98,32936.07,1.3685,0.0567,190847.69,1.1814,0.9,0,0.058505,0.075614,2.6803,0.000479,2.7672,Medium
LN000568,2022-03-20,Energy,A,735,202779.43,38168.72,1.0072,0.0853,122255.79,1.6586,1.5,0,0.037073,0.067083,1.9144,8.2e-05,2.8493,Medium
LN000569,2022-11-03,Healthcare,BB,642,287581.81,97661.93,0.5739,0.1091,387742.45,0.7417,2.4,0,-0.072909,0.085015,-2.9708,4e-06,1.1831,Medium
LN000570,2020-03-13,Real Estate,BB,608,97281.58,38548.54,0.4665,0.1139,95438.38,1.0193,15.5,1,-0.161098,0.090329,-6.1781,1.2e-05,3.0218,High
LN000571,2023-07-07,Real Estate,CCC,495,51031.37,55140.6,0.2043,0.1422,196873.76,0.2592,1.3,3,0.050458,0.184291,0.9485,2e-06,6.2581,High
LN000572,2023-06-25,Technology,B,547,17771.2,60507.31,0.05,0.1213,22422.62,0.7926,17.9,0,0.128635,0.113718,3.9185,1e-05,1.1183,Medium
LN000573,2023-08-27,Industrial,BB,640,243120.04,20000.0,1.5,0.1111,550626.42,0.4415,5.2,1,-0.096952,0.110383,-3.0426,0.001732,4.818,High
LN000574,2023-12-29,Consumer,BBB,663,157357.95,21380.01,1.3882,0.0857,113395.71,1.3877,8.8,2,-0.077759,0.076952,-3.5004,0.000153,7.2636,High
LN000575,2021-04-26,Industrial,BB,642,34120.0,75765.21,0.05,0.113,37257.3,0.9158,0.8,0,-0.069101,0.095186,-2.5148,5.4e-05,0.5378,Low
LN000576,2022-12-04,Utilities,BB,607,54587.98,35741.92,0.3893,0.1115,76598.14,0.7127,2.2,0,0.034063,0.091206,1.2938,1.7e-05,1.2893,Medium
LN000577,2021-05-21,Technology,AA,768,59075.13,125455.63,0.0724,0.0682,55453.7,1.0653,22.3,0,0.060721,0.059275,3.5486,0.000503,-1.4736,Low
LN000578,2023-05-22,Utilities,BBB,686,19316.54,117802.52,0.05,0.1003,22022.87,0.8771,2.2,0,-0.150437,0.10314,-5.0526,0.00238,-0.2576,Low
LN000579,2025-02-04,Utilities,B,542,40156.89,99053.77,0.092,0.1268,49680.56,0.8083,2.5,0,-0.18573,0.10916,-5.894,0.000316,1.6648,Medium
LN000580,2025-06-12,Energy,BBB,685,28361.46,214023.32,0.05,0.0957,34864.47,0.8135,1.5,1,0.167326,0.078112,7.4206,0.000115,1.2952,Medium
LN000581,2024-01-16,Healthcare,BBB,601,62709.8,56491.05,0.1802,0.0906,177783.27,0.3527,1.0,3,-0.027447,0.073319,-1.2968,0.000299,3.9199,High
LN000582,2025-02-09,Technology,BB,610,43801.91,94298.2,0.05,0.1064,68783.78,0.6368,1.9,0,0.004918,0.083898,0.203,5.8e-05,0.3818,Low
LN000583,2023-12-26,Energy,A,718,16486.46,39772.04,0.2213,0.0859,26959.71,0.6115,7.2,0,-0.098002,0.106019,-3.2022,0.000103,-0.867,Low
LN000584,2020-11-07,Consumer,BBB,643,913327.0,333253.57,0.5355,0.1022,1529897.29,0.597,4.3,0,0.022306,0.072598,1.0644,1e-05,0.9571,Medium
LN000585,2022-08-20,Finance,BBB,656,391521.15,240035.85,0.2299,0.0938,675254.78,0.5798,5.6,1,0.072014,0.097258,2.5649,0.000173,1.2465,Medium
LN000586,2021-02-09,Consumer,AAA,835,41901.57,60374.15,0.2135,0.0502,54716.68,0.7658,0.9,0,0.004177,0.04513,0.3206,4e-06,-1.6769,Low
LN000587,2023-08-23,Consumer,AAA,848,133207.53,78480.88,0.37,0.0455,158160.4,0.8422,11.3,0,0.077707,0.051301,5.2472,0.003155,-1.8525,Low
LN000588,2024-07-07,Real Estate,B,515,156249.85,155050.84,0.1632,0.1309,225469.01,0.693,10.7,0,-0.083244,0.150219,-1.9196,0.000291,1.6131,Medium
LN000589,2020-11-05,Healthcare,A,737,365928.94,54014.21,1.3083,0.0833,784589.57,0.4664,0.2,0,-0.032193,0.06953,-1.6039,8.4e-05,1.3456,Medium
LN000590,2020-08-14,Technology,BBB,704,40116.16,37811.3,0.2459,0.1047,84967.98,0.4721,3.4,0,0.001136,0.110646,0.0356,7.7e-05,-0.8132,Low
LN000591,2025-01-31,Utilities,A,737,328179.98,110391.99,0.5822,0.0756,402382.36,0.8156,0.5,1,0.015154,0.053671,0.9781,0.0,2.0738,Medium
LN000592,2021-12-11,Finance,CCC,510,54030.51,63253.61,0.0745,0.1381,99155.21,0.5449,11.0,0,0.002163,0.129708,0.0578,5e-06,1.0323,Medium
LN000593,2025-04-27,Energy,A,757,22709.79,68056.68,0.1561,0.0812,28359.5,0.8008,9.4,2,-0.119344,0.079592,-5.1942,0.000328,2.7564,Medium
LN000594,2023-10-15,Finance,BBB,700,218939.39,33389.94,1.2897,0.0982,299568.52,0.7308,16.3,0,0.009079,0.071339,0.4409,8.4e-05,2.3508,Medium
LN000595,2024-11-20,Technology,B,596,408331.35,20000.0,1.5,0.1239,456080.64,0.8953,1.9,0,-0.071922,0.122,-2.0422,0.0,4.6716,High
LN000596,2020-05-28,Healthcare,B,537,1700954.07,70636.32,1.5,0.1206,2135137.95,0.7966,4.3,0,-0.100197,0.125145,-2.7735,0.000492,5.1817,High
LN000597,2024-04-03,Technology,A,712,26378.44,112811.48,0.05,0.0844,60890.61,0.4332,1.4,3,-0.01586,0.085579,-0.642,5.6e-05,2.7805,Medium
LN000598,2025-05-10,Energy,B,569,212949.78,51120.21,0.8848,0.1286,298277.67,0.7139,3.2,1,-0.118595,0.102505,-4.0079,0.000299,4.8287,High
LN000599,2022-07-14,Finance,BBB,687,62894.79,163652.52,0.05,0.0904,89619.81,0.7018,5.2,0,-0.118621,0.087889,-4.6753,3e-06,-0.2975,Low
LN000600,2022-07-31,Consumer,BBB,689,233676.88,36580.06,1.1843,0.1018,176805.84,1.3217,0.4,1,-0.202177,0.072255,-9.6928,2.2e-05,5.4024,High
LN000601,2022-04-16,Technology,AA,837,19583.87,28615.59,0.1156,0.0709,23359.61,0.8384,8.8,0,0.095442,0.061868,5.3439,4.7e-05,-2.2032,Low
LN000602,2021-07-29,Utilities,AA,790,24611.11,57121.67,0.1061,0.0657,30164.69,0.8159,5.5,0,0.017603,0.047434,1.2855,4.3e-05,-2.1561,Low
LN000603,2021-07-11,Industrial,BB,620,42046.76,56510.7,0.1257,0.1104,40736.52,1.0322,12.4,0,-0.031728,0.098203,-1.1192,0.000482,0.4917,Low
LN000604,2023-05-20,Healthcare,BBB,645,107673.68,102639.5,0.1945,0.0978,146609.32,0.7344,2.2,1,-0.065121,0.075752,-2.978,0.000357,1.5309,Medium
LN000605,2023-09-22,Healthcare,BBB,723,48767.07,34805.34,0.3374,0.0907,55444.49,0.8796,16.4,0,-0.21011,0.068534,-10.6201,0.000151,0.5084,Low
LN000606,2023-09-09,Finance,BB,601,203813.32,156008.53,0.2666,0.1102,284064.93,0.7175,40.0,0,-0.077136,0.083921,-3.184,0.000183,0.8469,Low
LN000607,2023-03-07,Consumer,BB,602,305463.04,237243.39,0.2153,0.0992,432866.78,0.7057,17.6,0,0.042211,0.081615,1.7916,0.000803,0.5096,Low
LN000608,2023-12-13,Energy,A,721,190905.78,58255.81,0.6905,0.0844,175823.08,1.0858,10.5,0,0.051503,0.06925,2.5763,0.002141,0.9593,Medium
LN000609,2020-10-13,Consumer,BB,593,585760.57,143601.49,0.8257,0.1022,674135.02,0.8689,11.7,0,0.048825,0.117762,1.4362,2e-06,2.2646,Medium
LN000610,2024-05-23,Utilities,AA,771,155968.49,28579.7,0.9654,0.0725,217153.34,0.7182,6.0,0,0.001027,0.035421,0.1005,0.000185,0.7615,Low
LN000611,2022-11-23,Finance,BB,596,25884.86,127090.55,0.0622,0.1083,56113.59,0.4613,1.5,0,0.090715,0.081371,3.8619,7.9e-05,0.8715,Low
LN000612,2021-08-21,Consumer,BB,575,442286.95,124628.61,0.7294,0.1089,661590.35,0.6685,7.9,2,-0.048892,0.09223,-1.8363,0.000533,5.7433,High
LN000613,2022-07-21,Finance,CCC,470,50732.81,109579.56,0.0936,0.1369,52551.77,0.9654,8.7,0,0.118793,0.136767,3.0088,2.9e-05,2.7722,Medium
LN000614,2024-01-01,Consumer,AA,838,268729.44,59225.4,0.9521,0.0636,425517.88,0.6315,29.6,0,-0.021014,0.038433,-1.894,0.000537,-0.386,Low
LN000615,2024-06-25,Technology,AA,808,557438.6,20000.0,1.5,0.0721,1489762.39,0.3742,5.5,0,-0.04282,0.04134,-3.5881,0.000545,1.2255,Medium
LN000616,2024-05-06,Healthcare,A,753,163138.83,38207.65,0.8708,0.0676,317756.1,0.5134,2.2,0,-0.066549,0.055279,-4.1703,2e-06,0.3322,Low
LN000617,2022-11-06,Finance,A,759,19038.63,38632.87,0.05,0.0864,31991.83,0.5951,8.1,1,-0.074923,0.060185,-4.3124,2.3e-05,-0.538,Low
LN000618,2023-05-15,Finance,A,775,35952.96,30188.66,0.2585,0.0817,64874.03,0.5542,27.2,0,0.026591,0.055098,1.6718,0.000523,-1.8982,Low
LN000619,2022-03-17,Healthcare,B,505,422954.09,65223.17,1.3946,0.119,1015610.56,0.4165,1.4,1,-0.098215,0.103696,-3.281,1e-06,5.88,High
LN000620,2022-06-23,Industrial,A,699,81958.23,44655.18,0.3173,0.0746,170112.59,0.4818,2.8,1,-0.095197,0.076079,-4.3346,0.0,0.2082,Low
LN000621,2024-08-06,Industrial,A,709,107745.89,33616.48,0.603,0.0884,182450.66,0.5905,5.5,1,0.035865,0.068884,1.8036,0.000251,1.4983,Medium
LN000622,2023-04-19,Energy,BB,598,227454.81,28533.66,1.5,0.1053,470788.27,0.4831,1.3,0,0.011058,0.081693,0.4689,0.001165,3.2893,High
LN000623,2022-02-06,Finance,BBB,662,212342.36,36284.32,1.1769,0.0892,185961.46,1.1419,0.2,0,0.063961,0.085308,2.5972,6.3e-05,3.6666,High
LN000624,2021-09-01,Technology,BB,598,134145.43,131274.98,0.1512,0.1157,99287.37,1.3511,2.9,0,0.029405,0.092966,1.0957,6.2e-05,1.5509,Medium
LN000625,2025-06-15,Consumer,AA,795,78469.46,37694.99,0.4374,0.0667,112792.4,0.6957,14.0,1,-0.088732,0.089534,-3.433,0.00031,0.3261,Low
LN000626,2024-04-13,Technology,BBB,670,69986.99,41753.68,0.3776,0.0903,97103.92,0.7207,0.3,0,-0.008557,0.07183,-0.4127,3e-06,0.1626,Low
LN000627,2023-11-23,Finance,AAA,831,253644.44,43491.1,1.1931,0.0511,275439.89,0.9209,3.9,0,-0.00377,0.045905,-0.2845,0.000869,1.3196,Medium
LN000628,2022-10-07,Energy,AA,735,181484.67,75909.37,0.3897,0.0599,340873.78,0.5324,10.1,0,-0.069685,0.061251,-3.9411,0.000391,-1.8626,Low
LN000629,2021-05-08,Utilities,B,525,74382.06,82402.8,0.2303,0.1305,47658.89,1.5607,21.4,0,-0.129598,0.100008,-4.489,0.001212,2.9032,High
LN000630,2023-08-13,Utilities,AA,776,324591.76,20000.0,1.5,0.0703,353774.38,0.9175,29.6,1,-0.074273,0.081707,-3.1489,0.000353,2.4882,Medium
LN000631,2020-10-04,Utilities,BBB,663,85653.25,122411.63,0.1815,0.0977,95232.85,0.8994,3.8,0,0.144483,0.078513,6.3747,4e-05,0.0329,Low
