customer_id,age,gender,region,customer_segment,tenure_months,monthly_spend,num_products,login_frequency,support_tickets,satisfaction_score,days_since_last_purchase,discount_used,churned
CUST00352,63.0,Female,West,Basic,32,966.84,2,13,3,3,47,1,0
CUST00353,47.0,Male,Central,New,116,525.79,3,9,0,3,16,1,0
CUST00354,55.0,Female,Central,Standard,79,1874.28,1,16,2,4,107,0,0
CUST00355,55.0,Female,West,Standard,13,1986.16,1,15,1,3,3,1,0
CUST00356,62.0,Male,Central,Standard,66,3079.21,2,14,1,4,104,0,0
CUST00357,68.0,Male,South,New,19,654.07,2,13,0,2,95,1,0
CUST00358,25.0,Male,West,Basic,24,1236.34,3,6,2,5,133,0,0
CUST00359,44.0,Female,South,Premium,109,3840.41,2,13,1,2,348,1,1
CUST00360,44.0,Male,South,New,88,423.62,1,14,2,5,271,1,0
CUST00361,51.0,Female,East,Standard,11,1518.02,4,9,3,5,201,1,1
CUST00362,38.0,Female,West,Premium,59,4218.77,1,18,2,4,254,1,0
CUST00363,47.0,Male,Central,Standard,86,1959.85,3,14,1,5,183,0,0
CUST00364,50.0,Female,South,Standard,15,2297.92,3,12,2,2,150,1,0
CUST00365,45.0,Male,East,New,10,475.5,5,6,1,3,37,1,0
CUST00366,64.0,Female,West,Standard,41,2624.21,2,7,0,3,326,0,0
CUST00367,50.0,Female,West,Basic,27,693.06,3,10,1,3,139,1,0
CUST00368,,Male,North,Basic,60,489.53,2,9,1,3,100,1,0
CUST00369,65.0,Male,North,Premium,73,4527.51,3,13,0,4,236,0,0
CUST00370,36.0,Male,South,New,52,607.53,2,14,3,1,84,1,0
CUST00371,21.0,Male,North,Standard,28,1934.66,2,14,2,4,347,1,0
CUST00372,52.0,Male,South,Standard,65,2706.38,4,10,2,3,33,0,0
CUST00373,66.0,Male,Central,Standard,17,1127.91,1,16,1,4,121,1,0
CUST00374,34.0,Other,South,New,95,772.0,4,10,0,5,30,0,0
CUST00375,61.0,Male,North,Standard,44,2676.37,4,8,2,4,34,0,0
CUST00376,45.0,Male,Central,Premium,10,4240.09,2,19,2,4,133,1,0
CUST00377,47.0,Female,North,Premium,63,4998.35,2,10,2,4,208,1,0
CUST00378,46.0,Male,South,Standard,101,2051.79,2,13,0,5,140,1,0
CUST00379,,Other,East,Basic,93,814.43,5,6,0,2,76,1,0
CUST00380,23.0,Female,West,Standard,82,2739.13,1,13,1,5,75,1,0
CUST00381,52.0,Female,North,Standard,47,1934.01,2,13,1,4,308,1,0
CUST00382,58.0,Male,South,Premium,38,3951.91,3,14,2,3,307,1,0
CUST00383,54.0,Male,Central,Standard,103,2917.66,5,13,2,5,58,1,0
CUST00384,41.0,Male,North,New,113,221.51,3,16,2,5,98,1,0
CUST00385,46.0,Female,North,Standard,70,2623.82,3,7,1,4,125,1,0
CUST00386,66.0,Male,West,New,104,801.05,1,17,0,1,349,0,1
CUST00387,63.0,Male,South,Standard,76,2020.23,2,14,0,4,134,1,0
CUST00388,48.0,Other,East,Premium,53,4403.59,1,20,4,3,226,1,0
CUST00389,52.0,Male,Central,New,78,482.05,4,7,0,4,200,0,0
CUST00390,50.0,Male,South,Standard,44,2584.07,3,14,2,3,37,1,0
CUST00391,69.0,Male,Central,Basic,119,1253.31,3,15,0,4,138,1,0
CUST00392,38.0,Other,North,New,74,,3,9,1,4,208,0,0
CUST00393,49.0,Male,West,Premium,54,4175.13,2,11,0,3,194,1,0
CUST00394,40.0,Female,West,Premium,20,3229.05,1,11,1,5,56,0,0
CUST00395,50.0,Female,East,Basic,79,460.91,2,10,4,3,339,1,0
CUST00396,20.0,Male,West,Standard,31,2964.22,1,19,0,2,327,0,1
CUST00397,35.0,Female,North,Premium,7,4142.23,3,8,1,4,322,0,1
CUST00398,42.0,Male,East,Premium,58,3116.72,1,8,2,5,301,0,0
CUST00399,59.0,Male,South,Premium,105,4585.23,3,12,1,5,87,1,0
CUST00400,48.0,Female,West,Basic,10,921.72,3,6,2,5,95,0,0
CUST00401,20.0,Female,East,Premium,10,4100.31,2,9,3,3,196,1,0
CUST00402,57.0,Female,North,Standard,112,2077.19,1,25,1,5,192,0,0
CUST00403,63.0,Female,Central,Basic,39,691.88,2,11,1,5,144,1,0
CUST00404,41.0,Male,Central,Standard,28,2718.74,2,17,1,3,10,1,0
CUST00405,,Male,North,Premium,30,4615.01,3,14,0,4,241,1,0
CUST00406,49.0,Male,North,Basic,37,894.15,1,12,3,4,149,0,0
CUST00407,64.0,Male,Central,Premium,119,4626.19,4,8,1,4,140,0,0
CUST00408,39.0,Male,East,Basic,67,1035.41,3,13,3,5,13,1,0
CUST00409,40.0,Male,Central,New,114,553.22,1,13,1,2,254,1,1
CUST00410,19.0,Male,North,Standard,43,2118.47,3,9,1,4,81,0,0
CUST00411,44.0,Male,West,Standard,79,2289.1,3,14,0,3,210,0,0
CUST00412,59.0,Female,South,Standard,85,2482.53,3,16,1,4,220,1,0
CUST00413,19.0,Female,West,Standard,52,2417.78,1,11,4,5,59,0,0
CUST00414,43.0,Male,West,New,101,564.61,1,10,2,3,128,0,0
CUST00415,34.0,Female,North,New,56,531.59,1,9,3,4,305,1,0
CUST00416,57.0,Female,Central,Standard,76,864.82,2,11,1,5,262,1,0
CUST00417,50.0,Male,East,Basic,68,864.77,3,11,0,5,268,1,0
CUST00418,,Female,West,New,111,641.42,3,15,2,4,29,0,0
CUST00419,60.0,Female,Central,New,9,354.12,5,15,1,3,333,1,1
CUST00420,65.0,Female,East,Standard,103,1983.11,1,16,2,4,282,0,0
CUST00421,56.0,Male,West,Standard,106,2334.12,1,13,1,5,68,0,0
CUST00422,46.0,Female,East,Standard,92,2533.75,3,15,2,5,207,1,0
CUST00423,59.0,Male,Central,New,23,537.98,1,8,2,3,272,1,0
CUST00424,43.0,Female,South,Premium,63,4643.29,2,10,0,4,309,1,0
CUST00425,52.0,Female,Central,Basic,109,793.54,2,10,0,2,175,1,0
CUST00426,67.0,Female,North,Standard,61,2294.0,1,17,2,1,218,0,1
CUST00427,42.0,Female,East,Standard,40,446.37,3,17,2,4,160,0,0
CUST00428,41.0,Female,South,Standard,44,1513.67,2,9,2,3,326,1,0
CUST00429,30.0,Male,East,New,86,320.91,3,14,3,2,244,1,1
CUST00430,24.0,Male,East,Premium,24,5430.82,4,14,2,4,253,0,0
CUST00431,53.0,Female,West,Basic,51,801.71,1,12,1,4,189,1,0
CUST00432,62.0,Male,North,Premium,58,5139.69,5,13,2,5,261,1,0
CUST00433,37.0,Male,East,Premium,90,4369.35,2,13,2,4,130,1,0
CUST00434,18.0,Male,Central,Standard,94,2588.95,5,13,1,4,3,1,0
CUST00435,25.0,Male,Central,Standard,33,2283.94,1,13,3,3,351,1,0
CUST00436,63.0,Female,West,Standard,16,2544.39,3,9,0,3,43,1,0
CUST00437,33.0,Female,North,Standard,22,2347.57,2,8,3,4,133,0,0
CUST00438,31.0,Female,North,Premium,113,2585.91,3,11,1,3,178,0,0
CUST00439,29.0,Female,Central,Standard,57,2434.65,3,17,1,5,266,1,0
CUST00440,68.0,Male,South,New,62,300.14,2,10,1,4,24,0,0
CUST00441,40.0,Male,West,New,114,307.75,4,10,1,3,22,1,0
CUST00442,32.0,Female,West,Standard,107,2330.78,2,10,0,4,345,1,0
CUST00443,45.0,Male,Central,Basic,82,598.36,1,15,1,5,3,0,0
CUST00444,51.0,Female,Central,New,71,648.67,3,10,1,2,158,1,0
CUST00445,19.0,Female,South,Premium,114,4532.45,3,16,4,2,4,1,0
CUST00446,49.0,Male,South,Basic,90,119.96,2,6,0,5,107,0,0
CUST00447,40.0,Female,North,New,72,182.43,2,13,2,2,296,1,1
CUST00448,39.0,Female,West,Premium,70,5667.72,5,15,0,1,272,1,1
CUST00449,68.0,Female,West,Premium,30,3835.59,3,18,3,3,232,1,0
CUST00450,42.0,Male,Central,New,103,219.4,1,15,1,4,361,0,0
CUST00451,39.0,Male,North,Standard,23,2777.08,1,13,3,4,238,1,0
CUST00452,39.0,Female,West,Premium,32,5300.75,5,11,0,4,72,0,0
CUST00453,66.0,Male,North,Standard,86,2270.81,3,9,2,5,88,1,0
CUST00454,69.0,Male,North,Standard,106,940.26,4,8,2,5,16,0,0
CUST00455,59.0,Female,Central,Basic,107,1554.47,2,14,2,5,91,1,0
CUST00456,23.0,Male,North,Basic,57,790.17,3,14,4,4,20,0,0
CUST00457,,Female,South,New,109,328.78,3,12,2,2,212,0,1
CUST00458,60.0,Female,South,Standard,9,2636.4,1,10,0,5,84,0,0
CUST00459,54.0,Female,East,Standard,31,2159.07,2,10,2,1,339,1,1
CUST00460,50.0,Male,Central,Standard,71,2106.89,3,15,1,5,126,0,0
CUST00461,25.0,Female,East,Standard,9,744.21,2,10,1,1,51,1,1
CUST00462,61.0,Male,South,Premium,13,3251.6,4,12,3,5,18,0,0
CUST00463,61.0,Male,East,New,58,851.41,4,8,3,5,337,1,0
CUST00464,22.0,Female,Central,New,3,654.92,4,13,1,4,353,1,1
CUST00465,56.0,Male,Central,Standard,35,1558.13,4,15,2,3,117,0,0
CUST00466,21.0,Male,North,Basic,97,1308.91,2,9,1,3,124,0,0
CUST00467,,Female,West,Standard,21,3083.28,2,11,3,4,28,0,0
CUST00468,62.0,Male,North,Standard,64,2677.29,4,17,1,3,345,1,0
CUST00469,49.0,Male,Central,Basic,95,517.56,2,10,1,4,141,0,0
CUST00470,69.0,Female,South,Standard,52,2070.09,1,9,2,4,6,1,0
CUST00471,47.0,Female,South,New,34,403.03,2,15,2,3,157,0,0
CUST00472,64.0,Female,North,Basic,96,471.99,1,8,1,4,106,1,0
CUST00473,,Male,Central,Standard,35,2453.37,3,12,2,4,119,1,0
CUST00474,57.0,Male,South,Basic,15,1483.45,2,10,0,2,137,0,0
CUST00475,69.0,Male,Central,Premium,96,4468.05,1,11,1,4,29,1,0
CUST00476,33.0,Male,South,Standard,6,973.27,5,14,3,5,166,1,0
CUST00477,30.0,Female,Central,Standard,109,2884.94,3,13,3,3,65,0,0
CUST00478,67.0,Male,East,Standard,85,1565.38,3,14,1,3,56,1,0
CUST00479,59.0,Male,Central,Basic,97,853.49,3,13,1,5,286,0,0
CUST00480,47.0,Female,Central,Standard,32,2662.5,4,18,1,3,96,1,0
CUST00481,36.0,Female,North,Basic,52,284.69,3,11,2,1,215,0,1
CUST00482,34.0,Female,East,Basic,83,1184.09,2,11,2,4,231,1,0
CUST00483,36.0,Male,West,Standard,97,3007.67,5,21,3,3,58,0,0
CUST00484,45.0,Male,North,Basic,28,1194.58,1,12,1,3,184,1,0
CUST00485,43.0,Male,West,Standard,95,2298.7,5,9,1,5,282,1,0
CUST00486,54.0,Male,South,Standard,85,2064.94,2,9,2,3,271,0,0
CUST00487,43.0,Female,West,Standard,118,1096.26,2,8,0,5,209,0,0
CUST00488,40.0,Female,Central,Standard,98,2371.8,1,19,1,3,163,1,0
CUST00489,26.0,Female,West,Premium,64,4110.11,2,7,5,5,89,0,0
CUST00490,29.0,Female,North,Basic,79,918.8,3,15,1,4,271,1,0
CUST00491,18.0,Male,North,Standard,78,3314.49,5,14,4,2,97,1,0
CUST00492,18.0,Female,West,Standard,19,1135.77,5,18,1,4,75,1,0
CUST00493,64.0,Male,North,New,107,229.87,5,17,2,5,88,1,0
CUST00494,51.0,Female,North,Basic,15,1336.29,2,14,2,3,6,0,0
CUST00495,49.0,Female,West,New,6,739.92,5,10,2,4,156,1,0
CUST00496,,Male,East,Premium,116,3295.13,2,16,3,4,63,0,0
CUST00497,42.0,Male,East,Basic,73,607.85,4,11,1,5,29,0,0
CUST00498,57.0,Other,South,New,101,,1,12,2,4,304,0,0
CUST00499,62.0,Male,North,Basic,84,1199.89,2,8,3,1,191,1,0
CUST00500,18.0,Male,West,Basic,98,1162.96,5,16,0,3,204,0,0
CUST00501,33.0,Male,North,Standard,38,1529.79,5,24,0,4,278,1,0
CUST00502,56.0,Female,Central,Premium,26,4857.16,3,7,0,5,27,1,0
CUST00503,22.0,Female,North,Standard,82,2449.15,3,6,3,3,85,0,0
CUST00504,39.0,Female,North,Standard,92,2517.5,1,16,1,4,335,1,0
CUST00505,46.0,Male,East,New,119,100.0,3,15,2,1,210,0,1
CUST00506,20.0,Female,West,Standard,51,1487.3,3,8,1,4,138,0,0
CUST00507,29.0,Male,North,New,73,317.69,1,18,4,4,278,1,0
CUST00508,43.0,Female,East,New,96,662.11,1,16,2,4,172,0,0
CUST00509,33.0,Female,South,Standard,53,1903.01,1,12,0,5,340,0,0
CUST00510,68.0,Male,East,Standard,56,1672.22,3,16,1,2,339,0,1
CUST00511,54.0,Male,East,New,59,548.61,1,16,0,3,156,1,0
CUST00512,39.0,Male,East,New,70,532.72,2,14,0,5,229,1,0
CUST00513,46.0,Male,North,Standard,78,1981.43,2,10,0,3,306,0,0
CUST00514,31.0,Male,North,Standard,92,3415.05,2,9,0,4,179,0,0
CUST00515,45.0,Female,South,Standard,58,2741.01,3,10,0,4,247,0,0
CUST00516,22.0,Female,Central,Basic,88,645.03,3,10,1,4,162,0,0
CUST00517,64.0,Male,Central,Standard,13,1244.51,2,11,0,3,163,1,0
CUST00518,66.0,Male,Central,Basic,43,1116.25,2,8,1,3,218,0,0
CUST00519,47.0,Male,South,Premium,76,5083.45,2,7,0,4,317,1,0
CUST00520,63.0,Female,Central,Premium,51,3459.44,4,13,1,3,286,1,0
CUST00521,69.0,Male,Central,Standard,19,2410.35,2,9,1,4,76,1,0
CUST00522,22.0,Female,East,Standard,21,2109.72,1,16,3,4,204,0,0
CUST00523,29.0,Female,North,Standard,91,2512.36,3,13,1,4,216,1,0
CUST00524,33.0,Female,North,Standard,83,1585.03,2,11,1,3,223,1,0
CUST00525,43.0,Female,East,Standard,24,1499.49,4,13,1,5,193,0,0
CUST00526,43.0,Male,East,Premium,26,3431.2,2,13,3,4,293,1,0
CUST00527,65.0,Female,East,Standard,45,2762.57,3,14,1,4,192,1,0
CUST00528,38.0,Male,North,New,28,570.59,1,8,2,5,269,0,0
CUST00529,56.0,Male,Central,Standard,110,1750.53,2,5,3,4,301,1,0
CUST00530,53.0,Female,East,Standard,82,2888.54,2,12,3,5,260,0,0
CUST00531,50.0,Female,South,Basic,108,970.02,4,16,3,2,192,0,0
CUST00532,47.0,Female,East,New,100,616.55,5,6,1,5,271,1,0
CUST00533,54.0,Male,West,Standard,106,2157.15,2,16,2,3,104,1,0
CUST00534,40.0,Male,East,Basic,29,980.6,4,16,3,5,204,1,0
CUST00535,27.0,Female,North,Basic,17,1248.66,3,11,0,5,184,0,0
CUST00536,22.0,Male,East,Basic,68,1170.39,5,18,2,3,217,1,0
CUST00537,53.0,Female,West,Premium,44,6299.55,4,16,1,4,91,1,0
CUST00538,51.0,Female,South,Basic,109,648.65,1,10,2,4,198,1,0
CUST00539,,Female,Central,Premium,61,5434.53,3,4,2,2,39,1,0
CUST00540,48.0,Male,East,Basic,93,721.03,2,12,3,5,197,1,0
CUST00541,27.0,Male,West,Basic,68,355.0,1,13,0,2,79,0,1
CUST00542,36.0,Male,West,Standard,74,2278.14,1,17,0,5,217,0,0
CUST00543,49.0,Female,South,Basic,25,,5,14,1,3,316,0,0
CUST00544,18.0,Male,North,Premium,95,3136.51,5,7,1,4,94,1,0
CUST00545,,Female,East,Basic,67,805.27,3,5,3,2,172,0,0
CUST00546,62.0,Male,West,Standard,111,2769.37,5,13,3,3,43,1,0
CUST00547,21.0,Other,South,Standard,2,2945.68,4,12,2,4,132,0,0
CUST00548,33.0,Male,Central,Premium,89,4112.27,1,14,1,4,77,1,0
CUST00549,41.0,Male,West,New,49,335.33,1,14,1,1,232,0,1
CUST00550,33.0,Male,South,Premium,70,4031.5,1,9,1,5,39,1,0
CUST00551,19.0,Female,North,Premium,26,,1,6,0,1,54,1,0
CUST00552,66.0,Female,North,Standard,72,2384.88,1,15,1,5,151,0,0
CUST00553,45.0,Female,West,Basic,99,987.32,2,10,1,4,188,1,0
CUST00554,49.0,Male,West,Standard,27,1892.0,4,15,1,4,310,1,0
CUST00555,44.0,Male,East,Premium,89,5853.86,4,14,1,3,186,1,0
CUST00556,37.0,Female,South,Standard,18,967.77,3,10,0,4,318,1,0
CUST00557,41.0,Male,West,Standard,54,3105.67,5,13,1,4,135,0,0
CUST00558,29.0,Male,East,Standard,1,1261.01,2,12,6,3,173,1,1
CUST00559,67.0,Other,East,Standard,61,2424.87,4,17,1,3,269,1,0
CUST00560,52.0,Other,West,Basic,112,1094.82,2,12,2,2,115,1,0
CUST00561,50.0,Female,North,Standard,103,2227.48,1,10,1,2,221,0,1
CUST00562,50.0,Female,South,Standard,3,2241.28,4,10,1,1,39,0,1
CUST00563,68.0,Male,South,Standard,119,1592.93,2,15,1,3,340,1,0
CUST00564,60.0,Male,North,New,68,258.78,2,11,1,4,242,0,0
CUST00565,54.0,Female,West,New,41,,2,22,1,3,221,0,0
CUST00566,29.0,Female,South,Basic,37,610.92,3,17,1,3,146,0,0
CUST00567,20.0,Male,West,Standard,51,1947.46,5,16,1,2,164,1,0
CUST00568,18.0,Male,West,Premium,15,3923.41,1,10,0,4,361,0,0
CUST00569,50.0,Male,East,Standard,8,1732.8,4,10,0,3,328,1,1
CUST00570,57.0,Female,North,Standard,38,3311.62,1,16,1,4,259,1,0
CUST00571,27.0,Female,West,Standard,114,1768.51,2,11,3,4,190,0,0
CUST00572,60.0,Female,Central,Basic,83,493.31,1,9,2,4,329,1,0
CUST00573,61.0,Male,North,New,56,,3,12,3,3,264,1,0
CUST00574,46.0,Other,South,Basic,47,1000.58,1,12,0,4,222,0,0
CUST00575,30.0,Female,East,Standard,90,2100.68,2,10,1,3,332,0,0
CUST00576,29.0,Male,South,Basic,103,950.03,1,15,1,5,174,0,0
CUST00577,48.0,Male,South,Standard,10,3227.08,1,12,3,5,92,1,0
CUST00578,63.0,Male,North,Premium,102,5348.23,3,12,1,4,106,0,0
CUST00579,19.0,Male,South,Basic,78,818.37,1,14,2,5,245,1,0
CUST00580,68.0,Female,West,Premium,49,5138.71,1,7,2,4,305,1,0
CUST00581,67.0,Male,South,Standard,41,1668.44,1,10,1,3,43,1,0
CUST00582,52.0,Female,East,Standard,83,2349.73,2,12,2,2,258,1,1
CUST00583,40.0,Male,East,Basic,30,965.52,3,11,0,4,321,0,0
CUST00584,34.0,Male,Central,Basic,5,819.27,1,9,3,5,86,0,0
CUST00585,43.0,Male,East,Standard,119,4089.79,1,13,2,5,97,0,0
CUST00586,25.0,Male,South,Basic,95,537.23,2,8,0,4,266,1,0
CUST00587,,Female,East,Standard,71,2137.06,2,15,2,4,63,1,0
CUST00588,43.0,Female,North,Standard,83,2831.32,4,11,3,4,103,1,0
CUST00589,27.0,Female,East,Basic,31,1550.78,3,10,1,5,254,0,0
CUST00590,43.0,Female,West,Basic,52,850.3,3,15,1,4,317,0,0
CUST00591,51.0,Male,North,New,103,536.36,2,12,0,4,1,1,0
CUST00592,68.0,Male,Central,Standard,88,2252.67,3,11,2,4,154,1,0
CUST00593,58.0,Male,West,Basic,98,1365.85,4,12,2,5,261,0,0
CUST00594,24.0,Female,South,Basic,23,416.0,2,19,2,5,35,1,0
CUST00595,21.0,Male,South,New,48,259.49,3,13,1,1,27,0,1
CUST00596,67.0,Male,South,Premium,109,5262.21,3,12,0,2,350,0,1
CUST00597,62.0,Female,West,Basic,40,186.06,2,11,0,5,306,1,0
CUST00598,28.0,Male,West,Basic,6,679.73,2,7,2,5,224,1,1
CUST00599,46.0,Male,West,Standard,38,2305.43,3,12,1,4,187,0,0
CUST00600,53.0,Male,North,Standard,41,2890.53,1,18,1,4,159,1,0
CUST00601,42.0,Female,North,Standard,100,2530.96,3,11,1,5,69,1,0
CUST00602,38.0,Female,South,Basic,27,931.94,4,11,1,5,165,1,0
CUST00603,53.0,Female,East,New,75,754.48,4,17,5,5,258,1,1
CUST00604,27.0,Male,South,Basic,69,1279.49,2,7,3,3,102,0,0
CUST00605,54.0,Other,Central,Basic,57,721.19,1,10,3,4,193,0,0
CUST00606,26.0,Female,North,Standard,17,2045.61,1,9,1,2,259,1,1
CUST00607,41.0,Male,West,Premium,116,5259.32,3,9,1,5,298,1,0
CUST00608,52.0,Female,North,Standard,71,1634.73,4,13,1,2,299,0,1
CUST00609,66.0,Male,West,Standard,91,2727.24,3,19,1,4,21,1,0
CUST00610,52.0,Female,Central,Standard,47,1273.44,1,15,1,4,45,1,0
CUST00611,65.0,Female,Central,Premium,79,5062.18,5,5,1,5,276,1,0
CUST00612,53.0,Male,North,Standard,110,1926.32,5,10,0,4,171,1,0
CUST00613,35.0,Other,West,Standard,13,2385.72,2,14,3,2,178,1,0
CUST00614,66.0,Female,Central,Standard,11,2621.03,2,9,1,4,223,0,1
CUST00615,56.0,Female,South,Standard,109,1789.79,3,10,1,4,299,1,0
CUST00616,49.0,Male,South,Premium,90,5068.84,3,11,1,3,24,0,0
CUST00617,41.0,Male,West,New,86,443.61,5,12,0,5,338,1,0
CUST00618,40.0,Male,North,New,92,521.46,1,16,1,4,84,1,0
CUST00619,49.0,Female,Central,Basic,24,920.59,2,10,0,4,60,0,0
CUST00620,54.0,Male,North,Premium,93,5745.04,3,16,0,4,288,0,0
CUST00621,29.0,Female,South,Basic,73,398.34,4,14,0,5,122,0,0
CUST00622,66.0,Female,Central,Basic,106,658.2,4,12,2,5,5,1,0
CUST00623,30.0,Male,North,Basic,4,584.9,5,10,1,4,154,0,0
CUST00624,40.0,Female,East,Premium,113,4056.0,2,17,2,5,281,0,0
CUST00625,42.0,Male,West,Basic,46,1002.82,4,14,2,4,342,1,0
CUST00626,,Other,West,Basic,18,1076.8,2,7,0,4,86,0,0
CUST00627,58.0,Female,East,Basic,43,1219.53,2,13,1,5,75,0,0
CUST00628,47.0,Male,South,Basic,80,1081.53,1,18,0,4,267,1,0
CUST00629,34.0,Male,Central,Standard,33,2534.82,4,7,2,4,191,1,0
CUST00630,66.0,Male,West,Standard,93,1067.6,5,8,2,5,252,0,0
CUST00631,37.0,Female,East,Premium,103,5853.47,1,14,3,1,68,1,0
CUST00632,65.0,Female,East,Basic,10,837.07,1,7,3,3,353,1,1
CUST00633,42.0,Female,South,Premium,73,3219.41,4,6,0,4,146,1,0
CUST00634,39.0,Male,South,Standard,59,1691.64,3,8,1,1,364,1,1
CUST00635,30.0,Male,North,Standard,31,1999.91,5,13,1,5,122,1,0
CUST00636,36.0,Male,West,Standard,28,1347.95,1,11,2,3,42,1,0
CUST00637,66.0,Female,North,Premium,60,3546.38,1,16,3,3,316,0,0
CUST00638,53.0,Female,East,Basic,3,673.81,2,15,3,5,150,1,0
CUST00639,29.0,Male,Central,Basic,118,1292.94,1,3,2,3,62,1,0
CUST00640,58.0,Male,Central,Premium,55,3828.83,1,6,0,4,255,1,0
CUST00641,36.0,Female,South,Premium,14,4000.73,1,9,1,5,131,1,0
CUST00642,29.0,Female,Central,Premium,58,3890.37,1,11,2,5,327,0,0
CUST00643,26.0,Female,Central,New,89,428.61,1,14,0,5,20,0,0
CUST00644,24.0,Female,Central,Standard,15,3011.77,5,9,4,2,199,0,0
CUST00645,45.0,Male,East,Standard,2,945.93,1,15,1,2,327,0,1
CUST00646,31.0,Male,Central,Premium,24,3987.45,2,9,2,3,221,1,0
CUST00647,48.0,Female,Central,Basic,78,971.54,4,11,2,1,131,1,0
CUST00648,69.0,Female,Central,New,64,342.73,3,18,3,4,171,1,0
CUST00649,36.0,Male,North,Basic,112,1227.99,3,11,1,4,145,1,0
CUST00650,64.0,Female,East,Basic,71,1126.81,3,15,2,4,340,0,0
CUST00651,33.0,Female,South,Premium,100,,4,6,3,3,354,1,0
CUST00652,22.0,Female,North,Premium,114,4976.75,4,10,2,4,181,1,0
CUST00653,52.0,Female,West,Premium,24,4286.71,3,17,1,3,161,1,0
CUST00654,29.0,Male,East,Standard,27,2508.63,4,10,0,3,60,0,0
CUST00655,42.0,Female,East,Premium,37,4077.43,2,17,2,4,215,0,0
CUST00656,69.0,Female,West,Standard,102,2582.23,1,14,0,4,68,0,0
CUST00657,38.0,Female,West,Standard,94,2370.03,4,9,3,5,361,1,0
CUST00658,53.0,Female,West,New,91,150.85,2,16,0,5,192,0,0
CUST00659,40.0,Female,South,Basic,39,1034.15,4,10,3,4,225,1,0
CUST00660,33.0,Male,Central,Basic,63,1254.76,1,12,0,4,197,1,0
CUST00661,56.0,Female,East,Basic,79,917.42,2,14,1,2,161,1,0
CUST00662,62.0,Female,Central,Premium,26,3920.87,5,16,1,2,249,0,1
CUST00663,59.0,Female,Central,Basic,65,1107.02,1,17,0,5,111,1,0
CUST00664,56.0,Female,West,Standard,4,,5,14,1,3,59,1,0
CUST00665,31.0,Female,South,Basic,29,1069.0,5,11,1,4,33,0,0
CUST00666,48.0,Male,North,Standard,1,2019.73,4,13,2,2,41,1,1
CUST00667,22.0,Female,South,New,107,538.93,2,21,1,3,161,1,0
CUST00668,52.0,Male,Central,Standard,50,2808.04,3,14,2,5,29,0,0
CUST00669,40.0,Male,South,Standard,110,2976.02,4,17,2,3,255,1,0
CUST00670,46.0,Female,West,New,86,591.39,3,7,2,4,185,0,0
CUST00671,60.0,Female,North,Premium,11,4172.46,3,11,2,3,361,1,1
CUST00672,28.0,Male,West,Basic,74,1086.25,5,13,3,4,224,1,0
CUST00673,35.0,Male,North,Basic,59,986.24,3,11,1,4,357,0,0
CUST00674,64.0,Female,Central,Basic,62,947.95,5,14,0,4,221,0,0
CUST00675,29.0,Male,North,New,81,359.97,1,11,1,5,320,0,0
CUST00676,26.0,Male,North,New,36,564.45,1,10,0,3,86,1,0
CUST00677,27.0,Male,North,Premium,56,3673.01,2,11,2,4,66,0,0
CUST00678,61.0,Male,South,Basic,111,562.68,2,11,3,4,114,1,0
CUST00679,34.0,Male,South,Basic,90,374.47,3,15,2,5,265,0,0
CUST00680,55.0,Male,Central,Basic,112,1238.65,1,12,2,3,285,0,0
CUST00681,24.0,Male,North,Premium,21,5771.2,5,17,1,2,97,0,0
CUST00682,63.0,Female,East,Basic,13,962.99,2,14,3,3,330,0,0
CUST00683,30.0,Female,Central,New,9,794.02,2,13,6,2,124,0,1
CUST00684,57.0,Female,North,New,11,195.41,1,9,5,3,156,1,1
CUST00685,59.0,Male,North,Standard,75,3180.73,2,11,1,3,110,1,0
CUST00686,26.0,Male,South,Premium,70,5420.39,1,15,2,4,53,1,0
CUST00687,67.0,Female,Central,Standard,1,1276.67,1,7,2,5,174,0,0
CUST00688,44.0,Male,North,Basic,118,820.24,3,12,5,3,167,1,0
CUST00689,19.0,Female,North,Basic,70,699.15,1,22,0,5,76,1,0
CUST00690,22.0,Female,Central,Standard,77,1394.06,1,13,3,5,314,1,0
CUST00691,46.0,Female,East,Premium,86,5533.64,3,14,1,5,214,0,0
CUST00692,54.0,Male,Central,Standard,56,3054.83,1,8,0,5,182,0,0
CUST00693,55.0,Male,Central,Standard,31,1526.51,2,13,1,5,45,1,0
CUST00694,36.0,Female,East,New,86,427.47,1,13,3,5,151,1,0
CUST00695,25.0,Male,Central,Basic,37,1409.04,2,11,3,4,117,1,0
CUST00696,65.0,Female,North,Standard,47,2185.17,3,8,0,4,122,0,0
CUST00697,62.0,Female,Central,Standard,91,2122.14,1,6,2,5,170,0,0
CUST00698,,Other,East,Premium,114,4306.44,4,9,3,4,166,1,0
CUST00699,39.0,Male,West,New,116,656.29,4,18,2,1,330,1,1
CUST00700,69.0,Female,Central,Standard,78,1585.49,1,9,1,5,149,1,0
CUST00701,34.0,Female,South,Standard,47,2975.98,5,18,3,4,74,0,0
CUST00702,24.0,Male,North,Standard,69,2502.13,1,13,2,5,149,1,0
CUST00703,42.0,Male,North,Basic,58,1365.43,1,11,0,2,25,0,0
CUST00704,62.0,Female,South,Basic,36,979.34,1,14,4,4,61,0,0
